baseline_e_net_pct
-7.371251448376468784e-02
-7.223568897138538114e-02
-6.545775376460478967e-02
-5.869336429695314744e-02
-7.470484504380608959e-02
-7.075453216958378644e-02
-6.639184358085052640e-02
-7.204214705950796882e-02
-7.060500544674461199e-02
-6.977784916923612801e-02
-8.279658363752837036e-02
-7.967525515956075388e-02
-5.654537293697683292e-02
-5.087395616422413919e-02
-7.596464932863646047e-02
-5.139659479255674623e-02
-6.018838874265532157e-02
-7.030344823492890027e-02
-6.690487954287283046e-02
-8.097223659469154899e-02
-7.537591637548909929e-02
-8.036402900015905681e-02
-7.461866235408300130e-02
-6.313014703893707336e-02
-7.235741482803130509e-02
-7.757247439115304288e-02
-7.475393267541660669e-02
-5.697878860787115862e-02
-6.785912961026044354e-02
-7.097270792555594732e-02
-7.663918074993929241e-02
-6.986543440598076693e-02
-7.858502969795366777e-02
-8.286340562023875034e-02
-6.876909087150447075e-02
-6.041832779835069889e-02
-7.671107226863861650e-02
-6.659504758332342178e-02
-7.602927161038866566e-02
-6.794301802970327542e-02
-7.749973399592571810e-02
-6.283423194745690887e-02
-6.475807565142499556e-02
-6.309665143143866617e-02
-7.870607046561119147e-02
-5.890112838549420998e-02
-7.213095510723033232e-02
-6.725180537292937966e-02
-6.532018682861476244e-02
-7.994326859738561109e-02
-6.839092333948580682e-02
-7.588277574833024453e-02
-5.500068860873416621e-02
-6.460155101464561123e-02
-8.396689185051815774e-02
-6.290418490736886248e-02
-7.322277987856276593e-02
-6.877148149284939560e-02
-6.331322410857086191e-02
-6.197735390620031509e-02
-8.578775794329447646e-02
-6.629328566958656022e-02
-7.907941890718003797e-02
-7.166421683005150256e-02
-7.242135834476925993e-02
-7.988042692426047808e-02
-7.259127680159058182e-02
-6.447107788185468813e-02
-6.789613070545254259e-02
-5.182138516497060421e-02
-8.222298419595588936e-02
-7.553435079190384815e-02
-4.526189588167211370e-02
-8.258780681836033755e-02
-7.482439278541780370e-02
-7.173480161419239221e-02
-6.886146059585881996e-02
-6.666017007561546304e-02
-7.289717891116528903e-02
-7.512190989019172649e-02
-6.615177291694093742e-02
-6.586803902528787225e-02
-7.852889440882250549e-02
-7.392901189506775883e-02
-8.869916835816996081e-02
-5.405671366614572815e-02
-8.942917164398767049e-02
-7.107045483564651545e-02
-7.645459974232213241e-02
-7.115946236060707863e-02
-6.427993861838082745e-02
-6.271412065909011402e-02
-7.558581056241665819e-02
-8.233908873147484375e-02
-8.012717144321286622e-02
-7.334062786502024145e-02
-7.498291172098556223e-02
-7.451356345144995175e-02
-5.955695923079342563e-02
-6.499410989687612328e-02
-6.847706844143412741e-02
-6.148571597569953834e-02
-7.023931529353585890e-02
-8.409682559651505962e-02
-6.245530520495826826e-02
-6.960624358628303421e-02
-8.033855618439304791e-02
-7.860398354979548918e-02
-6.486822003720586760e-02
-6.623094440675139638e-02
-6.938610170454057036e-02
-7.398943532896327946e-02
-7.951996689218888970e-02
-6.197767666486698329e-02
-7.482029188436768730e-02
-7.198509238048456105e-02
-6.977164098276655846e-02
-6.289071933665259240e-02
-6.602782469543186372e-02
-5.942649249325140937e-02
-7.317495617360542104e-02
-5.926760507616968265e-02
-7.737590593850925125e-02
-7.156373831675942598e-02
-6.821611095813404080e-02
-5.798422782802643838e-02
-5.622053865544840434e-02
-7.915869207448139599e-02
-7.633942829478047865e-02
-7.398052647230717038e-02
-7.262870546487017187e-02
-7.125658341066437584e-02
-8.185569595962784162e-02
-7.239753053640470004e-02
-6.993465262315665121e-02
-6.967464763564767960e-02
-7.821470975445712903e-02
-5.705408825427184943e-02
-5.300945182600814987e-02
-7.325469084672442399e-02
-7.624490966681407578e-02
-7.752642477652318953e-02
-7.106174493234841683e-02
-5.394248003837631006e-02
-5.871263115314682285e-02
-7.650258740913683242e-02
-5.484180215566505229e-02
-6.950035215964005253e-02
-5.838956278247423720e-02
-8.093419122585607250e-02
-7.347777396817618822e-02
-6.391494849967833958e-02
-6.090043886469217321e-02
-6.012010241078573347e-02
-6.138935750999264390e-02
-6.962334843888179359e-02
-8.700495270917815716e-02
-6.442620877573720928e-02
-6.578690018677868512e-02
-8.167194833210214555e-02
-7.588979434022627424e-02
-6.257676314618557112e-02
-6.392992028199051546e-02
-5.846414795374536150e-02
-8.959776387120414742e-02
-7.591676316047471507e-02
-7.228732369907274469e-02
-5.289190016421235069e-02
-6.903318795371327088e-02
-7.881003179405683678e-02
-7.724987283513791436e-02
-8.026547483558986451e-02
-7.295951384806936835e-02
-7.980911472183131739e-02
-6.394355602559349816e-02
-6.614378510140554723e-02
-5.818473126803263423e-02
-6.918505911374089878e-02
-5.720175280091328168e-02
-6.075712221143080710e-02
-7.074769866269051133e-02
-8.893608833837654548e-02
-8.009886332473793724e-02
-8.159013612884639943e-02
-8.070091878382729123e-02
-6.608550716409433701e-02
-6.545694511069453936e-02
-7.522769941691034856e-02
-7.119598723373976590e-02
-4.487527923470550212e-02
-7.474445153174559542e-02
-7.783135859479642371e-02
-6.335411738533487658e-02
-6.823266247708816012e-02
-6.020498627098328642e-02
-8.596612240018768059e-02
-4.743743464634486012e-02
-7.689894922086633333e-02
-7.407709415202062830e-02
-6.211274237734136505e-02
-8.220846249679360229e-02
-6.805602517654775474e-02
-7.703489524179811532e-02
-7.545159026053238627e-02
-5.112614497956256138e-02
-7.317583755337342399e-02
-7.040754427239155622e-02
-7.580514544094105189e-02
-7.076234447679358164e-02
-6.539571773312290170e-02
-6.948279679599085601e-02
-6.212329689984925213e-02
-7.204973232874103961e-02
-6.948233608289305918e-02
-7.808224325103708952e-02
-7.504728973113591883e-02
-6.791702163617756305e-02
-7.130014650720770120e-02
-7.784830956179443484e-02
-6.283918424456322316e-02
-6.256046572086221280e-02
-7.663744417002071874e-02
-6.617946356079135173e-02
-6.489696213220572107e-02
-7.881593338499064128e-02
-6.846714847094716172e-02
-6.408996777665758315e-02
-6.636924986477342470e-02
-8.039228086246164029e-02
-7.743343631364298096e-02
-6.720663345690090773e-02
-6.066829809715131028e-02
-7.006058592394082130e-02
-6.143641712211968947e-02
-6.201465748081667895e-02
-7.022931729498321785e-02
-6.727185856528981878e-02
-7.387212312483659726e-02
-4.878471235655568172e-02
-7.397310604284006164e-02
-6.532746368468848874e-02
-9.463782024492184419e-02
-8.425450139944908046e-02
-8.388906116099822952e-02
-7.973592632246971623e-02
-6.156590287877206080e-02
-6.995115301731706647e-02
-7.512296647200607247e-02
-6.597147895551341845e-02
-7.577448190556311525e-02
-7.206552004607348627e-02
-7.729005121539481160e-02
-7.216489713387540250e-02
-6.934294907500360150e-02
-7.400085461470459758e-02
-5.589635956674359613e-02
-6.603250600373407331e-02
-8.583219250805931844e-02
-7.537513471699547329e-02
