trade_id,entry_time,exit_time,direction,entry_price,exit_price,exit_reason,holding_candles,spread_pct,fees_pct,cost_total_pct,pnl_gross_pct,pnl_net_pct,mae_pct,mfe_pct,ema50_at_entry,ema100_at_entry,stoch_k_at_entry,stoch_d_at_entry,pullback_stoch_min,pullback_stoch_max,volatility_regime,trend_regime,split,month,spec_hash,pb_depth_bucket
17,2025-06-16 12:22:00,2025-06-16 12:26:00,LONG,106780.0,106699.915,SL,4,5e-05,0.0008,0.0008500000000000001,-0.00075000000000006,-0.0016000000000000601,0.0009888555909345993,0.00013757257913469122,106327.01827753747,106037.4175208532,66.27319718030309,47.27935083515988,8.190685293840003,66.27319718030309,Medium,Trending,train,2025-06,65d674ca66c2,5-10
18,2025-06-16 12:35:00,2025-06-16 13:05:00,LONG,106665.43,106662.47,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-2.7750321730216165e-05,-0.0008777503217302162,2.7750321730216165e-05,0.0014406729528021666,106470.22169054116,106185.02631938386,56.75724053986057,26.727808515648572,0.0022778005578761086,56.75724053986057,High,Trending,train,2025-06,65d674ca66c2,0-5
19,2025-06-16 14:52:00,2025-06-16 14:56:00,LONG,107668.0,107587.249,SL,4,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000357,-0.0016000000000000359,0.0008044172827581137,0.0008994315859865188,107382.46582086968,107129.52131437464,61.21240203457046,37.48858928606921,16.018876067924904,61.21240203457046,High,Trending,train,2025-06,65d674ca66c2,15-20
20,2025-06-19 15:10:00,2025-06-19 15:12:00,SHORT,104184.67,104262.8085025,SL,2,5e-05,0.0008,0.0008500000000000001,-0.000750000000000052,-0.001600000000000052,0.0012488401604573934,0.0,104305.43475641144,104396.59021625166,27.76500722650427,46.45108796788094,27.76500722650427,92.29033369732423,High,Trending,train,2025-06,65d674ca66c2,
21,2025-06-20 12:12:00,2025-06-20 12:42:00,LONG,105944.66,106057.33,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.001063479744991378,0.00021347974499137798,0.0003565068782136266,0.0015388222492761677,104932.54663258279,104676.43983249401,40.94105025193113,32.629589184564246,12.86547807788145,40.94105025193113,Medium,Trending,train,2025-06,65d674ca66c2,10-15
22,2025-06-20 12:57:00,2025-06-20 13:27:00,LONG,105994.55,106008.62,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0001327426740336407,-0.0007172573259663594,0.0003724719808706761,0.0014587542472702167,105823.96182502029,105459.12716401367,20.45728038508376,19.11318197926565,16.143095880240963,58.92970049670432,Medium,Trending,train,2025-06,65d674ca66c2,15-20
23,2025-06-20 15:16:00,2025-06-20 15:35:00,SHORT,104345.64,104136.94872,TP,19,5e-05,0.0008,0.0008500000000000001,0.0019999999999999914,0.0011499999999999913,0.0003519073724594642,0.00319026266933625,104576.15944958512,104926.9144136436,39.64488008998438,51.227751817793894,39.64488008998438,79.2893934615803,High,Trending,train,2025-06,65d674ca66c2,
24,2025-06-22 12:27:00,2025-06-22 12:56:00,SHORT,102681.55,102758.5611625,SL,29,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999907,-0.0015999999999999908,0.0008510779200352879,0.0009083423458255555,102962.1537521573,103181.84497418259,55.06674453069124,71.02645193194412,55.06674453069124,92.73483348736788,Medium,Trending,train,2025-06,65d674ca66c2,
25,2025-06-22 13:53:00,2025-06-22 13:54:00,SHORT,100634.39,100709.8657925,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000126,-0.0016000000000000127,0.0008507032238184242,0.0003417320858207559,101255.85787029019,101829.46481984304,59.33548503925196,73.55207059874131,59.02317854618991,85.41759259839728,High,Trending,train,2025-06,65d674ca66c2,
26,2025-06-22 13:55:00,2025-06-22 13:56:00,SHORT,100684.0,100759.513,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000625,-0.0016000000000000625,0.001141492193397094,0.0,101216.04022551586,101786.64685612015,57.724124753598964,56.17503241928578,51.46548746500639,85.41759259839728,High,Trending,train,2025-06,65d674ca66c2,
27,2025-06-22 14:35:00,2025-06-22 14:38:00,SHORT,99890.01,99690.22997999999,TP,3,5e-05,0.0008,0.0008500000000000001,0.0020000000000000564,0.0011500000000000564,0.00021023123333354358,0.0030391427531141677,100375.22074889808,100946.95456245675,63.85642082318797,74.58493680666241,44.04526385029794,80.81264732626212,High,Trending,train,2025-06,65d674ca66c2,
28,2025-06-22 14:57:00,2025-06-22 14:58:00,SHORT,99419.2,99493.7644,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000295,-0.0016000000000000296,0.0013052810724689403,0.0,99835.27226894049,100417.32424979603,58.87993474355568,69.01571581906425,58.87993474355568,81.71106529986554,High,Trending,train,2025-06,65d674ca66c2,
29,2025-06-24 12:22:00,2025-06-24 12:23:00,LONG,105217.63,105138.7167775,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000633,-0.0016000000000000634,0.001257774006124364,0.0,103758.42642505535,102968.96440028722,43.19822895330461,29.05836112203919,9.74620495283394,43.19822895330461,Medium,Trending,train,2025-06,65d674ca66c2,5-10
30,2025-06-26 15:02:00,2025-06-26 15:03:00,LONG,107494.5,107413.87912499999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000725,-0.0016000000000000727,0.0008698119438668955,0.0,107420.3835217944,107314.18876595276,35.38202618739532,26.167238660254156,17.41101300783743,35.38202618739532,Medium,Trending,train,2025-06,65d674ca66c2,15-20
31,2025-06-27 12:57:00,2025-06-27 13:02:00,SHORT,106646.51,106726.4948825,SL,5,5e-05,0.0008,0.0008500000000000001,-0.000750000000000076,-0.0016000000000000762,0.0008830106114114588,0.0003332504739254346,106896.10813325457,106991.27552596891,13.188092079820388,26.79236808438692,13.188092079820388,84.78309265691679,Medium,Trending,train,2025-06,65d674ca66c2,10-15
32,2025-06-27 15:53:00,2025-06-27 15:59:00,LONG,107238.21,107308.25,EOD,6,5e-05,0.0008,0.0008500000000000001,0.000653125411175677,-0.00019687458882432305,0.0,0.0015752780655327332,106899.97157710334,106799.4973665689,69.38697448618616,50.56276178733117,18.65873854678124,69.38697448618616,High,Trending,train,2025-06,65d674ca66c2,15-20
33,2025-06-29 12:17:00,2025-06-29 12:44:00,LONG,108206.72,108125.56496,SL,27,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999798,-0.00159999999999998,0.0016054455767627108,0.0009157471920412753,107792.9608918666,107563.25885820441,42.91950366329476,30.38604514905643,10.90093752898315,42.91950366329476,High,Trending,train,2025-06,65d674ca66c2,10-15
34,2025-06-29 12:47:00,2025-06-29 13:17:00,LONG,108133.99,108140.0,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,5.557919392408216e-05,-0.0007944208060759179,0.0002959291523414608,0.0008719737429460764,108071.60460871065,107850.92601177246,50.481130290729446,32.50759951114174,0.0,50.481130290729446,High,Trending,train,2025-06,65d674ca66c2,
35,2025-06-30 15:11:00,2025-06-30 15:17:00,SHORT,106986.53,106772.55694,TP,6,5e-05,0.0008,0.0008500000000000001,0.0020000000000000365,0.0011500000000000364,0.0,0.002164104210128124,107114.13815914273,107274.38731896198,41.408188265936666,62.5438355105787,41.408188265936666,81.657080999525,High,Trending,train,2025-06,65d674ca66c2,
36,2025-07-01 15:00:00,2025-07-01 15:05:00,SHORT,105925.01,106004.4537575,SL,5,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000446,-0.0016000000000000445,0.001622468574702052,0.0012101013726597055,106249.87605511176,106438.82365667525,55.76548973835197,70.98814966118685,55.76548973835197,88.7679125643585,High,Trending,train,2025-07,65d674ca66c2,
37,2025-07-01 15:08:00,2025-07-01 15:14:00,SHORT,105854.62,105642.91076,TP,6,5e-05,0.0008,0.0008500000000000001,0.001999999999999967,0.001149999999999967,0.0,0.002184411034681301,106158.26053627727,106361.46963197627,37.69025692772194,63.37581136573244,37.69025692772194,86.98537324087526,Medium,Trending,train,2025-07,65d674ca66c2,
38,2025-07-02 13:03:00,2025-07-02 13:13:00,LONG,107400.3,107615.1006,TP,10,5e-05,0.0008,0.0008500000000000001,0.0020000000000000213,0.0011500000000000212,0.000297019654507564,0.002399062200012509,107226.00622718947,106985.33276983559,50.271684571652834,29.575498129575298,8.702906183908992,63.75807513508158,Medium,Trending,train,2025-07,65d674ca66c2,5-10
39,2025-07-03 14:12:00,2025-07-03 14:13:00,LONG,110138.98,110056.37576499999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.000750000000000056,-0.001600000000000056,0.001574102102634284,0.0005110815444269427,110022.52053899216,109715.05828999548,28.757122768705642,24.035680336404965,18.947907298375213,30.56293437053371,Medium,Ranging,train,2025-07,65d674ca66c2,15-20
40,2025-07-06 14:02:00,2025-07-06 14:31:00,LONG,108789.94,109007.51988,TP,29,5e-05,0.0008,0.0008500000000000001,0.002000000000000044,0.0011500000000000438,0.0006289184459518798,0.002383768205038092,108652.82054063039,108478.62340142437,25.612319054071587,20.4720791066846,15.79092135978442,32.741264421736474,High,Trending,train,2025-07,65d674ca66c2,15-20
41,2025-07-09 12:48:00,2025-07-09 12:56:00,LONG,109444.05,109361.9669625,SL,8,5e-05,0.0008,0.0008500000000000001,-0.000750000000000071,-0.001600000000000071,0.001016318383685508,9.091403324344347e-05,109271.53617225614,109039.54418305673,34.28088958271719,26.8824820924831,21.513085726181217,34.28088958271719,Low,Trending,train,2025-07,65d674ca66c2,
42,2025-07-09 13:01:00,2025-07-09 13:05:00,LONG,109365.01,109583.74002,TP,4,5e-05,0.0008,0.0008500000000000001,0.0020000000000000248,0.0011500000000000247,0.0,0.002573400761358705,109316.1365595629,109118.38958384133,65.04645743405418,46.13918255062928,7.697045987602576,65.04645743405418,High,Trending,train,2025-07,65d674ca66c2,5-10
43,2025-07-11 12:33:00,2025-07-11 12:44:00,LONG,117842.01,117753.62849249999,SL,11,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000174,-0.0016000000000000174,0.0007807063032954038,0.0005117020661816861,116230.7697953153,114519.72139250199,53.918354057238666,27.601328142467807,0.3697759375490759,53.918354057238666,Medium,Trending,train,2025-07,65d674ca66c2,0-5
44,2025-07-11 12:53:00,2025-07-11 13:00:00,LONG,117863.65,117775.25226249998,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000884,-0.0016000000000000883,0.0009995448130106074,0.0005218742165206094,117093.7628218795,115601.219627219,57.02270807398694,38.44131726379954,12.09560650577857,57.02270807398694,Medium,Trending,train,2025-07,65d674ca66c2,10-15
45,2025-07-13 12:44:00,2025-07-13 12:52:00,LONG,118137.08,118373.35416,TP,8,5e-05,0.0008,0.0008500000000000001,0.002000000000000007,0.001150000000000007,0.00044169028047762453,0.0028408523386560815,117951.67604150412,117763.84479937883,81.55845104103692,62.432230583942356,41.74634454211955,81.55845104103692,Low,Trending,train,2025-07,65d674ca66c2,
46,2025-07-13 13:08:00,2025-07-13 13:12:00,LONG,118303.85,118215.1221125,SL,4,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000399,-0.00160000000000004,0.001215936759454623,0.0006613478766751097,118202.30227682112,117987.70965086843,23.7872921885683,20.33695664357816,6.1562969521934825,28.999068513698475,High,Trending,train,2025-07,65d674ca66c2,5-10
47,2025-07-13 14:42:00,2025-07-13 14:43:00,LONG,118985.87,118896.63059749999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000869,-0.001600000000000087,0.0012886404074702463,0.0,118846.53471935274,118646.20361437785,56.54124968201675,36.251926683562026,2.6045720507164973,56.54124968201675,High,Trending,train,2025-07,65d674ca66c2,0-5
48,2025-07-14 12:44:00,2025-07-14 13:14:00,LONG,121862.0,121902.34,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0003310301816808891,-0.000518969818319111,0.0005087722177545092,0.000848582823193477,121268.6653471014,120528.51143274546,59.11562891820662,40.07610965321559,19.12126178047062,66.10855457689526,High,Trending,train,2025-07,65d674ca66c2,15-20
49,2025-07-15 12:38:00,2025-07-15 12:39:00,SHORT,117204.29,116969.88141999999,TP,1,5e-05,0.0008,0.0008500000000000001,0.0020000000000000256,0.0011500000000000256,0.0,0.0034494471149477002,117763.71981737638,118671.35736756396,48.75088780363609,70.4573954939009,48.75088780363609,87.65964686963099,High,Trending,train,2025-07,65d674ca66c2,
50,2025-07-15 12:40:00,2025-07-15 12:43:00,SHORT,116928.26,116694.40348,TP,3,5e-05,0.0008,0.0008500000000000001,0.00200000000000001,0.00115000000000001,0.0,0.0029052001629032804,117696.34348386031,118601.42433874075,12.456349561582504,29.576927331262855,12.456349561582504,87.65964686963099,Medium,Trending,train,2025-07,65d674ca66c2,10-15
51,2025-07-16 12:34:00,2025-07-16 12:37:00,LONG,118787.99,119025.56598,TP,3,5e-05,0.0008,0.0008500000000000001,0.0019999999999999506,0.0011499999999999505,0.0,0.0022985488684503677,118238.80216714786,117751.32174995831,56.63333494355964,33.98774894151652,19.691858968893367,74.71617567174438,High,Trending,train,2025-07,65d674ca66c2,15-20
52,2025-07-20 14:31:00,2025-07-20 14:32:00,LONG,118674.01,118585.0044925,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999848,-0.001599999999999985,0.0007921700800368569,0.0,118487.72622285709,118344.10394881504,41.40480149665739,27.859850434732788,4.182990248977499,41.40480149665739,High,Trending,train,2025-07,65d674ca66c2,0-5
53,2025-07-20 14:40:00,2025-07-20 14:46:00,LONG,118634.01,118545.0344925,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999947,-0.0015999999999999947,0.000811908827831011,0.0,118513.30594969772,118381.54993938924,52.87797843429714,38.983194827676364,10.336322325097576,52.87797843429714,Medium,Trending,train,2025-07,65d674ca66c2,10-15
54,2025-07-21 14:32:00,2025-07-21 14:40:00,LONG,118891.41,118802.2414425,SL,8,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000088,-0.001600000000000009,0.0012910941168920447,0.0012999257053138062,118768.53748940871,118634.56171767355,47.59259225362391,43.254895132600296,15.561494035233617,47.59259225362391,High,Trending,train,2025-07,65d674ca66c2,15-20
55,2025-07-22 12:55:00,2025-07-22 12:56:00,LONG,119394.15,119304.60438749999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000462,-0.0016000000000000463,0.000861935027804871,0.0,119212.23759728535,119069.53264901486,55.34467735913396,44.738305327899695,23.657971123614228,55.34467735913396,Medium,Trending,train,2025-07,65d674ca66c2,
56,2025-07-22 14:19:00,2025-07-22 14:21:00,SHORT,118268.97,118357.6717275,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999678,-0.0015999999999999678,0.0010740771649571214,0.0008207562812122824,118527.58432285562,118745.53810759437,34.007235198067185,59.54034649646942,34.007235198067185,89.48391620931399,Medium,Trending,train,2025-07,65d674ca66c2,
57,2025-07-23 13:08:00,2025-07-23 13:18:00,SHORT,118114.86,117878.63028,TP,10,5e-05,0.0008,0.0008500000000000001,0.002000000000000025,0.0011500000000000251,0.00027481724145468574,0.0023495773520791885,118250.64986081123,118430.68666027213,64.5526728366956,74.44622197906534,64.5526728366956,96.64101590533294,High,Trending,train,2025-07,65d674ca66c2,
58,2025-07-23 13:57:00,2025-07-23 14:01:00,SHORT,117405.98,117494.034485,SL,4,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000049,-0.001600000000000005,0.0015452364521807004,0.000894162290540873,117789.4425418327,118016.51876066328,39.605487026795636,60.02444920394847,39.605487026795636,80.45970802585624,Medium,Trending,train,2025-07,65d674ca66c2,
59,2025-07-25 12:51:00,2025-07-25 12:55:00,SHORT,116333.93,116101.26213999999,TP,4,5e-05,0.0008,0.0008500000000000001,0.002000000000000012,0.0011500000000000121,0.0,0.002499700646234408,116644.45887250316,117225.06795505228,54.76186997741353,72.08871290031692,54.76186997741353,93.02314580165432,Medium,Trending,train,2025-07,65d674ca66c2,
60,2025-07-28 12:31:00,2025-07-28 12:55:00,LONG,118948.0,118858.78899999999,SL,24,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000861,-0.0016000000000000862,0.0010771093250831905,0.0006170763695059537,118810.73986920169,118654.27589306881,37.85758400021316,33.76083538105424,16.717257329077984,37.85758400021316,High,Trending,train,2025-07,65d674ca66c2,15-20
61,2025-07-28 14:41:00,2025-07-28 14:42:00,SHORT,118063.64,118152.18773,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000482,-0.0016000000000000482,0.0011467544114343706,0.0,118271.89568997908,118409.6481686176,73.75410455351289,79.9543935902653,58.406594604068125,90.34665175518346,High,Trending,train,2025-07,65d674ca66c2,
62,2025-07-28 14:48:00,2025-07-28 14:49:00,SHORT,118060.01,118148.55500749999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.000749999999999976,-0.001599999999999976,0.0010292223420954251,0.0,118246.02618580953,118377.99887077934,23.488861861725486,41.986803365287834,23.488861861725486,89.28252515248032,High,Ranging,train,2025-07,65d674ca66c2,
63,2025-07-29 15:15:00,2025-07-29 15:28:00,SHORT,117780.0,117544.44,TP,13,5e-05,0.0008,0.0008500000000000001,0.00199999999999998,0.00114999999999998,0.00033324842927491934,0.0020984038037017675,117962.91650205663,118165.47309642582,52.842653974726915,68.22633954709244,39.19318740744499,85.85528925151459,Medium,Trending,train,2025-07,65d674ca66c2,
64,2025-07-29 15:52:00,2025-07-29 15:53:00,SHORT,117379.41,117467.44455750001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000862,-0.0016000000000000862,0.0016142524485341673,0.0,117613.20997401005,117830.03015055346,40.526765234918905,53.10970464396215,40.526765234918905,82.56629076501129,High,Trending,train,2025-07,65d674ca66c2,
65,2025-08-01 12:18:00,2025-08-01 12:29:00,SHORT,115325.99,115412.4844925,SL,11,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000155,-0.0016000000000000155,0.0010618595166622185,0.0009218216986475661,116729.56373401178,117316.44971225742,21.230934007434414,29.328600713175913,20.205890597064528,87.52670587186374,Low,Trending,train,2025-08,65d674ca66c2,
66,2025-08-01 12:36:00,2025-08-01 12:37:00,SHORT,115700.35,115787.1252625,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999945,-0.0015999999999999947,0.0012954152688387727,0.00026309341328701534,116092.42585466502,116758.5339897753,76.2694069133278,79.76541020136175,76.2694069133278,90.76159907429515,Medium,Trending,train,2025-08,65d674ca66c2,
67,2025-08-01 12:39:00,2025-08-01 12:40:00,SHORT,115541.75,115628.40631250001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000887,-0.0016000000000000888,0.0017672399803534422,0.0,116040.00004308665,116692.74545796323,40.521728412351656,57.964631923896015,40.521728412351656,79.66858597951504,High,Trending,train,2025-08,65d674ca66c2,
68,2025-08-01 12:48:00,2025-08-01 13:10:00,SHORT,115848.01,115934.89600749999,SL,22,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999784,-0.0015999999999999786,0.0008803776603500159,0.0018286891591835826,115967.13348747858,116545.1016883816,82.67974653348928,79.19200566203676,74.12450073099764,82.67974653348928,Medium,Trending,train,2025-08,65d674ca66c2,
69,2025-08-04 12:34:00,2025-08-04 13:04:00,LONG,114401.19,114392.13,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-7.919498040184434e-05,-0.0009291949804018444,0.0006402031307541926,0.0008673860822601227,114303.49494284435,114148.74309854876,41.932659657198236,24.29124475027743,6.627749226540462,41.932659657198236,Low,Ranging,train,2025-08,65d674ca66c2,5-10
70,2025-08-04 14:39:00,2025-08-04 14:40:00,LONG,115230.0,115143.5775,SL,1,5e-05,0.0008,0.0008500000000000001,-0.000750000000000005,-0.001600000000000005,0.0014131736526945804,0.0,115154.13848518688,114913.3427524798,12.862413868292956,18.747798995424382,12.862413868292956,25.31340481292278,High,Trending,train,2025-08,65d674ca66c2,10-15
71,2025-08-05 12:55:00,2025-08-05 12:57:00,SHORT,113978.47,114063.95385250001,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000759,-0.001600000000000076,0.0010524794726582297,0.0,114288.6653704673,114488.14177378995,53.57389721757054,67.0768516562511,53.57389721757054,83.07591323894913,Low,Trending,train,2025-08,65d674ca66c2,
72,2025-08-05 13:08:00,2025-08-05 13:14:00,SHORT,113931.51,114016.9586325,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000303,-0.0016000000000000302,0.0008907983401607268,3.23878793495125e-05,114178.02339524831,114380.14722187226,40.23111817783897,61.55341217661308,40.23111817783897,83.85696927616662,Medium,Trending,train,2025-08,65d674ca66c2,
73,2025-08-05 15:01:00,2025-08-05 15:02:00,SHORT,112792.08,112876.67406,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000273,-0.0016000000000000274,0.0010905020990835527,0.0,113149.7422498156,113491.64188408693,51.54702042747537,73.19928311847885,51.54702042747537,96.24817113118176,High,Trending,train,2025-08,65d674ca66c2,
74,2025-08-06 15:13:00,2025-08-06 15:34:00,LONG,114949.18,115179.07836,TP,21,5e-05,0.0008,0.0008500000000000001,0.002000000000000057,0.0011500000000000568,0.0006577689375425387,0.002800367953908055,114628.01354100456,114412.47656500671,47.35925991950535,31.367547553879945,14.024207690004125,47.35925991950535,Medium,Trending,train,2025-08,65d674ca66c2,10-15
