trade_id,entry_time,exit_time,direction,entry_price,exit_price,exit_reason,holding_candles,spread_pct,fees_pct,cost_total_pct,pnl_gross_pct,pnl_net_pct,mae_pct,mfe_pct,ema50_at_entry,ema100_at_entry,stoch_k_at_entry,stoch_d_at_entry,volatility_regime,trend_regime,split,month,spec_hash
177,2025-06-28 13:43:00,2025-06-28 14:13:00,SHORT,107118.87,107146.22,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-0.00025532382856546023,-0.0011053238285654602,0.00025541718279889047,0.00016691736946058248,107214.88636486485,107205.5908516755,69.64894684051576,74.7085701549086,Low,Ranging,train,2025-06,c555ac9efd53
178,2025-06-28 14:38:00,2025-06-28 15:08:00,LONG,107223.21,107238.85,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.00014586394121197656,-0.0007041360587880234,0.0001716979001095331,0.00014586394121197656,107192.1908714124,107185.16572416827,28.410664819944767,23.900950144045698,Medium,Ranging,train,2025-06,c555ac9efd53
179,2025-06-29 12:12:00,2025-06-29 12:42:00,LONG,108174.05,108163.8,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-9.475470318435891e-05,-0.000944754703184359,9.475470318435891e-05,0.0012180370430800618,107704.10823792026,107496.9380978556,13.539055431175301,11.727254521057338,High,Trending,train,2025-06,c555ac9efd53
180,2025-06-29 13:11:00,2025-06-29 13:33:00,LONG,108165.22,108084.096085,SL,22,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000348,-0.001600000000000035,0.0009224776688846824,0.0,108135.26826724203,107973.72315273157,24.08137900219255,13.168109464462988,Low,Ranging,train,2025-06,c555ac9efd53
181,2025-06-29 14:57:00,2025-06-29 15:09:00,SHORT,107949.51,108030.4721325,SL,12,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000406,-0.0016000000000000406,0.0007838849847489804,0.0011256188193906093,107979.68420202978,108012.36201397025,82.2255652808151,92.06747204584273,High,Ranging,train,2025-06,c555ac9efd53
182,2025-06-29 15:28:00,2025-06-29 15:48:00,SHORT,107922.77,107706.92446000001,TP,20,5e-05,0.0008,0.0008500000000000001,0.001999999999999952,0.0011499999999999518,0.00034413497726197556,0.002075928925842138,107949.79962602,107978.29953894728,53.355870016803294,69.8955594630943,Low,Ranging,train,2025-06,c555ac9efd53
183,2025-06-30 12:00:00,2025-06-30 12:15:00,SHORT,107654.21,107734.95065750001,SL,15,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000549,-0.001600000000000055,0.0010095285637226172,0.0,107850.90439867147,107906.9832205002,60.94286215275047,79.06515520744131,Medium,Ranging,train,2025-06,c555ac9efd53
184,2025-06-30 12:44:00,2025-06-30 13:14:00,SHORT,107631.29,107661.06,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-0.00027659242958069235,-0.0011265924295806925,0.0006283488751273413,0.0006531557876895127,107717.48898155133,107785.15336156564,51.27755125638057,69.14792381460397,Low,Ranging,train,2025-06,c555ac9efd53
185,2025-06-30 14:19:00,2025-06-30 14:46:00,SHORT,107406.61,107191.79678,TP,27,5e-05,0.0008,0.0008500000000000001,0.001999999999999966,0.0011499999999999662,0.0005621627942638228,0.00204680140263245,107529.41789348955,107598.88217126147,52.759464757988844,73.42448901019465,High,Trending,train,2025-06,c555ac9efd53
186,2025-06-30 15:10:00,2025-06-30 15:17:00,SHORT,106986.53,106772.55694,TP,7,5e-05,0.0008,0.0008500000000000001,0.0020000000000000365,0.0011500000000000364,0.0,0.002164104210128124,107123.14461461794,107282.08241631475,69.22222107528832,75.93351281991333,High,Trending,train,2025-06,c555ac9efd53
187,2025-06-30 15:28:00,2025-06-30 15:29:00,SHORT,106850.0,106930.1375,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999728,-0.001599999999999973,0.003275620028076743,0.0,106986.33415108468,107152.40392783367,89.54855986102757,89.11518189221142,High,Trending,train,2025-06,c555ac9efd53
188,2025-06-30 15:57:00,2025-06-30 15:59:00,LONG,107568.24,107580.46,EOD,2,5e-05,0.0008,0.0008500000000000001,0.0001136023049182655,-0.0007363976950817345,0.0005944133695968469,0.0002952544356958407,107298.05050181002,107268.35727218547,26.915785083229277,20.073244100659107,High,Ranging,train,2025-06,c555ac9efd53
189,2025-07-01 13:20:00,2025-07-01 13:26:00,SHORT,106498.84,106578.71413,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999673,-0.0015999999999999673,0.0007516513794892312,0.000547423802925956,106502.62016818042,106631.44665909164,59.01193917698108,71.520266252244,Low,Ranging,train,2025-07,c555ac9efd53
190,2025-07-01 14:59:00,2025-07-01 15:01:00,SHORT,105864.12,105943.51809,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000228,-0.0016000000000000228,0.000988720257628347,0.0010120520531413232,106267.2971185857,106451.26332650708,74.66078202509469,81.98895726985569,High,Trending,train,2025-07,c555ac9efd53
191,2025-07-01 15:08:00,2025-07-01 15:14:00,SHORT,105854.62,105642.91076,TP,6,5e-05,0.0008,0.0008500000000000001,0.001999999999999967,0.001149999999999967,0.0,0.002184411034681301,106158.26053627727,106361.46963197627,37.69025692772194,63.37581136573244,Medium,Trending,train,2025-07,c555ac9efd53
192,2025-07-01 15:24:00,2025-07-01 15:25:00,SHORT,105788.93,105868.2716975,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000001,-0.0016000000000000003,0.001122990846017659,0.0,105967.49934942742,106194.444013333,62.019721460959005,76.37376128417428,Medium,Trending,train,2025-07,c555ac9efd53
193,2025-07-02 12:12:00,2025-07-02 12:16:00,LONG,107384.91,107304.3713175,SL,4,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000216,-0.0016000000000000215,0.001191415069398506,0.0006663878565433232,106575.29721546863,106401.97698428128,29.38747825061047,13.907480565421787,High,Ranging,train,2025-07,c555ac9efd53
194,2025-07-02 12:19:00,2025-07-02 12:25:00,LONG,107297.43,107216.9569275,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999741,-0.0015999999999999743,0.0008055178954425378,0.0004967500153545422,106760.3379368925,106523.89669902736,14.13912558078372,18.860289455931035,Medium,Trending,train,2025-07,c555ac9efd53
195,2025-07-02 12:29:00,2025-07-02 12:59:00,LONG,107260.0,107379.92,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.001118030952824895,0.000268030952824895,0.0006889800484802739,0.0015250792466903016,106929.55387821897,106659.90485088978,47.66362827334069,28.53925931431471,Medium,Trending,train,2025-07,c555ac9efd53
196,2025-07-02 13:03:00,2025-07-02 13:13:00,LONG,107400.3,107615.1006,TP,10,5e-05,0.0008,0.0008500000000000001,0.0020000000000000213,0.0011500000000000212,0.000297019654507564,0.002399062200012509,107226.00622718947,106985.33276983559,50.271684571652834,29.575498129575298,Medium,Trending,train,2025-07,c555ac9efd53
197,2025-07-02 13:24:00,2025-07-02 13:31:00,LONG,107521.78,107441.13866499999,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000701,-0.0016000000000000701,0.0008254141626003588,0.0003773189022727022,107399.3484756026,107171.83469429662,9.567149920917872,12.430224536666204,Medium,Ranging,train,2025-07,c555ac9efd53
198,2025-07-02 13:55:00,2025-07-02 14:12:00,LONG,107717.02,107932.45404000001,TP,17,5e-05,0.0008,0.0008500000000000001,0.0020000000000000686,0.0011500000000000685,0.00043540008811986005,0.002366849732753441,107598.0640837192,107399.31051259176,20.099801863946215,12.81482305981082,High,Ranging,train,2025-07,c555ac9efd53
199,2025-07-02 14:35:00,2025-07-02 14:42:00,LONG,107812.74,108028.36548000001,TP,7,5e-05,0.0008,0.0008500000000000001,0.0020000000000000226,0.0011500000000000225,0.0005568915139343286,0.0022006675648907053,107786.50755316448,107638.7389517108,24.773184099867645,14.687172689082649,Low,Ranging,train,2025-07,c555ac9efd53
200,2025-07-02 15:30:00,2025-07-02 15:33:00,LONG,108264.19,108182.9918575,SL,3,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999781,-0.0015999999999999782,0.0011056287402140734,4.138025694364799e-05,108236.47443869745,108046.35606248378,10.062127433092682,9.467917866576672,Low,Ranging,train,2025-07,c555ac9efd53
201,2025-07-02 15:34:00,2025-07-02 15:38:00,LONG,108238.9,108455.37779999999,TP,4,5e-05,0.0008,0.0008500000000000001,0.001999999999999938,0.001149999999999938,0.0,0.0021193859139367523,108238.90361160558,108062.19564833873,41.53391869464728,22.195464409052644,High,Ranging,train,2025-07,c555ac9efd53
202,2025-07-03 14:12:00,2025-07-03 14:13:00,LONG,110138.98,110056.37576499999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.000750000000000056,-0.001600000000000056,0.001574102102634284,0.0005110815444269427,110022.52053899216,109715.05828999548,28.757122768705642,24.035680336404965,Medium,Ranging,train,2025-07,c555ac9efd53
203,2025-07-03 14:17:00,2025-07-03 14:22:00,LONG,110051.16,110271.26232000001,TP,5,5e-05,0.0008,0.0008500000000000001,0.002000000000000049,0.001150000000000049,0.0,0.002385617743602099,110022.46081761121,109744.15635430456,48.578890966306524,32.025386144111145,High,Ranging,train,2025-07,c555ac9efd53
204,2025-07-03 15:04:00,2025-07-03 15:07:00,SHORT,109600.0,109380.8,TP,3,5e-05,0.0008,0.0008500000000000001,0.0019999999999999736,0.0011499999999999735,0.0,0.0024331204379561887,109814.08133730103,109786.83521645874,34.84479994235154,60.94422960851364,High,Ranging,train,2025-07,c555ac9efd53
205,2025-07-03 15:28:00,2025-07-03 15:34:00,SHORT,109567.08,109347.94584,TP,6,5e-05,0.0008,0.0008500000000000001,0.002000000000000013,0.001150000000000013,0.0005958906635094556,0.0026056184028998967,109607.32652838466,109667.43044452611,75.87175109087546,80.82917956149205,Low,Ranging,train,2025-07,c555ac9efd53
206,2025-07-04 12:33:00,2025-07-04 13:03:00,SHORT,108814.0,108692.63,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.001115389563842845,0.000265389563842845,0.00023893984229970408,0.0018606980719392831,108984.55249009264,109179.30083340086,43.96802439848806,64.22907167101442,Low,Ranging,train,2025-07,c555ac9efd53
207,2025-07-04 13:09:00,2025-07-04 13:33:00,SHORT,108731.02,108513.55796,TP,24,5e-05,0.0008,0.0008500000000000001,0.001999999999999986,0.001149999999999986,0.0,0.003228333551915581,108800.34467711739,108956.95118044702,37.89452362538269,59.94443352811075,Low,Ranging,train,2025-07,c555ac9efd53
208,2025-07-05 12:01:00,2025-07-05 12:04:00,LONG,108084.01,108002.94699249999,SL,3,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000749,-0.0016000000000000749,0.0008386994523981316,0.0,107761.22716991862,107845.8204187872,60.50067497964469,33.14950647750402,Medium,Ranging,train,2025-07,c555ac9efd53
209,2025-07-05 12:23:00,2025-07-05 12:53:00,LONG,108015.8,108125.34,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0010141108985907024,0.00016411089859070236,0.00041475413782060506,0.0012164886988754809,107920.85701612175,107912.98562279805,26.271712158814164,18.45015183238611,Low,Ranging,train,2025-07,c555ac9efd53
210,2025-07-05 13:15:00,2025-07-05 13:45:00,LONG,108126.76,108163.75,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0003420984777496823,-0.0005079015222503177,0.00024341800309185657,0.0009759841134608938,108098.57296737997,108041.31983018943,3.4040047114164285,2.269336474277679,Low,Ranging,train,2025-07,c555ac9efd53
211,2025-07-05 14:13:00,2025-07-05 14:43:00,LONG,108149.58,108180.0,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0002812770978860783,-0.0005687229021139218,0.00013407356736845394,0.0006809087931733014,108141.32667525017,108113.31646927891,45.59309913293169,22.45584275335101,Low,Ranging,train,2025-07,c555ac9efd53
212,2025-07-05 15:06:00,2025-07-05 15:36:00,LONG,108177.65,108109.07,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-0.0006339571991070909,-0.001483957199107091,0.0006341420801800674,0.0,108174.01805447244,108156.24148549637,0.042735042712596594,0.049857549831455066,Low,Ranging,train,2025-07,c555ac9efd53
213,2025-07-06 12:05:00,2025-07-06 12:35:00,SHORT,108076.01,108102.7,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-0.0002469558230360496,-0.0010969558230360496,0.00024704835050823624,0.00027989560310377856,108092.64009244317,108112.8502328422,66.64067312203964,88.84937731375426,High,Ranging,train,2025-07,c555ac9efd53
214,2025-07-06 13:07:00,2025-07-06 13:29:00,LONG,108205.99,108422.40198000001,TP,22,5e-05,0.0008,0.0008500000000000001,0.002000000000000041,0.0011500000000000407,9.241632565177977e-08,0.0025408020387780103,108162.4051836164,108140.07780960576,34.35398946941668,22.89995949776716,Low,Ranging,train,2025-07,c555ac9efd53
215,2025-07-06 14:02:00,2025-07-06 14:31:00,LONG,108789.94,109007.51988,TP,29,5e-05,0.0008,0.0008500000000000001,0.002000000000000044,0.0011500000000000438,0.0006289184459518798,0.002383768205038092,108652.82054063039,108478.62340142437,25.612319054071587,20.4720791066846,High,Trending,train,2025-07,c555ac9efd53
216,2025-07-06 14:39:00,2025-07-06 14:40:00,LONG,108934.14,108852.439395,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000501,-0.0016000000000000502,0.0015828830153705076,0.0,108831.60966761691,108685.32710650969,18.207653692876615,20.015562194182078,High,Ranging,train,2025-07,c555ac9efd53
217,2025-07-06 15:12:00,2025-07-06 15:21:00,LONG,108879.21,108797.5505925,SL,9,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000274,-0.0016000000000000276,0.0010101101945909643,0.0003209979205396245,108858.7591021722,108768.90276804686,20.59765454011082,21.365227865814262,Medium,Ranging,train,2025-07,c555ac9efd53
218,2025-07-06 15:48:00,2025-07-06 15:53:00,SHORT,108718.86,108800.399145,SL,5,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000227,-0.0016000000000000228,0.0007619653112624296,0.0,108801.15509090207,108780.48280842294,64.07651938377978,72.90578300539414,Medium,Ranging,train,2025-07,c555ac9efd53
219,2025-07-07 12:36:00,2025-07-07 12:46:00,SHORT,108450.89,108532.2281675,SL,10,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999838,-0.0015999999999999838,0.0008121648425384222,0.0,108544.73457469323,108625.35303653183,76.87493601416581,78.26330696340455,Medium,Ranging,train,2025-07,c555ac9efd53
220,2025-07-07 12:49:00,2025-07-07 13:12:00,SHORT,108470.63,108253.68874,TP,23,5e-05,0.0008,0.0008500000000000001,0.0020000000000000634,0.0011500000000000633,0.0,0.002446376498412525,108524.56628087659,108595.50739521974,31.23750118010854,58.675467207131355,Medium,Ranging,train,2025-07,c555ac9efd53
221,2025-07-07 13:53:00,2025-07-07 13:54:00,SHORT,108188.46,108269.601345,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999663,-0.0015999999999999665,0.0013475559223228946,0.0,108246.05203622757,108339.82666037696,81.6166969912732,81.28611496354203,High,Ranging,train,2025-07,c555ac9efd53
222,2025-07-07 15:23:00,2025-07-07 15:31:00,LONG,108389.77,108606.54954,TP,8,5e-05,0.0008,0.0008500000000000001,0.002000000000000029,0.001150000000000029,0.0,0.0020411520386101997,108310.91650712428,108300.60583167784,51.05969722936072,34.91669046938815,High,Ranging,train,2025-07,c555ac9efd53
223,2025-07-07 15:44:00,2025-07-07 15:51:00,LONG,108458.49,108377.1461325,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000649,-0.001600000000000065,0.0007667449546826946,0.00053559661396721,108423.24874539037,108372.76552994839,38.58142174162847,26.42788757024854,Medium,Ranging,train,2025-07,c555ac9efd53
224,2025-07-08 12:23:00,2025-07-08 12:53:00,LONG,108696.0,108857.1,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0014821152572312305,0.0006321152572312304,3.679988224037683e-05,0.0015455950540958269,108625.26403726732,108524.29592482545,6.276475704384327,6.142837437996252,Low,Trending,train,2025-07,c555ac9efd53
225,2025-07-08 13:15:00,2025-07-08 13:32:00,LONG,108835.49,108753.8633825,SL,17,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000508,-0.0016000000000000508,0.0007925723493320911,0.000445902343068413,108824.70479300494,108727.83834732688,2.642376497625867,1.767929617297795,Low,Ranging,train,2025-07,c555ac9efd53
226,2025-07-08 13:54:00,2025-07-08 14:01:00,LONG,108999.99,108918.2400075,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000101,-0.0016000000000000103,0.00084486246283152,0.0013271560850600897,108886.14498971468,108813.59346429739,24.806663838883082,17.293342944217212,Medium,Ranging,train,2025-07,c555ac9efd53
227,2025-07-08 14:36:00,2025-07-08 14:37:00,SHORT,108637.58,108719.058185,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999995,-0.0015999999999999994,0.0011586230105640732,0.0,108684.67528166951,108729.96597363312,91.37077378508333,90.01864295831793,High,Ranging,train,2025-07,c555ac9efd53
228,2025-07-08 15:05:00,2025-07-08 15:06:00,SHORT,108413.63,108494.94022250001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000357,-0.0016000000000000359,0.0009094797397706476,0.0,108567.22936107636,108644.07055796958,82.56621549139003,82.61001077011336,High,Ranging,train,2025-07,c555ac9efd53
229,2025-07-08 15:09:00,2025-07-08 15:29:00,SHORT,108471.01,108254.06797999999,TP,20,5e-05,0.0008,0.0008500000000000001,0.002000000000000021,0.0011500000000000208,0.000525946978828748,0.0021149429695546205,108551.24326664979,108629.88146165441,53.14602788099419,70.20245952712789,Medium,Ranging,train,2025-07,c555ac9efd53
230,2025-07-08 15:45:00,2025-07-08 15:59:00,SHORT,108318.0,108268.35,EOD,14,5e-05,0.0008,0.0008500000000000001,0.0004583725696559591,-0.00039162743034404097,0.0006093170110230986,0.0008054063036614897,108390.24009468697,108486.08768458707,64.4666261852668,74.21355260410792,Medium,Ranging,train,2025-07,c555ac9efd53
231,2025-07-09 12:45:00,2025-07-09 12:56:00,LONG,109450.0,109367.91249999999,SL,11,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000798,-0.0016000000000000799,0.001070625856555441,3.654636820465966e-05,109252.15974046482,109015.81818168168,31.328230885747544,24.86513061733925,Medium,Trending,train,2025-07,c555ac9efd53
232,2025-07-09 12:59:00,2025-07-09 13:05:00,LONG,109330.77,109549.43154,TP,6,5e-05,0.0008,0.0008500000000000001,0.0020000000000000087,0.0011500000000000087,9.146555914051667e-08,0.0028873847682586795,109310.57135003046,109107.59960868946,30.082088129532025,18.776459076405473,Low,Trending,train,2025-07,c555ac9efd53
233,2025-07-09 13:24:00,2025-07-09 13:30:00,LONG,109639.5,109557.270375,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000658,-0.0016000000000000658,0.0011287902626334009,0.0,109518.5288125874,109314.6547187644,13.719973542286317,8.690624443635793,High,Trending,train,2025-07,c555ac9efd53
234,2025-07-09 14:09:00,2025-07-09 14:17:00,SHORT,109275.98,109357.936985,SL,8,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999732,-0.0015999999999999734,0.0008466636492301792,0.0008589261793854476,109356.04079939655,109337.80528910304,65.51883338109238,74.5888722273603,High,Ranging,train,2025-07,c555ac9efd53
235,2025-07-09 14:48:00,2025-07-09 14:51:00,SHORT,108671.01,108752.5132575,SL,3,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000714,-0.0016000000000000714,0.000866744497911654,0.00046939841637613165,108980.71365626113,109121.32953561767,61.87856683271554,79.19184941491757,High,Ranging,train,2025-07,c555ac9efd53
236,2025-07-09 14:55:00,2025-07-09 14:56:00,SHORT,108780.03,108861.6150225,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000285,-0.0016000000000000285,0.002353097347003868,0.0,108928.78757298352,109074.91992004198,86.52407471695413,89.74794942981198,High,Ranging,train,2025-07,c555ac9efd53
237,2025-07-09 14:59:00,2025-07-09 15:01:00,SHORT,108905.11,108986.78883250001,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000814,-0.0016000000000000814,0.0011620207720280794,0.000256737264211077,108933.2826926507,109066.11378132459,71.17615021245014,84.23969375194598,Medium,Ranging,train,2025-07,c555ac9efd53
238,2025-07-10 12:14:00,2025-07-10 12:25:00,LONG,110836.07,110752.9429475,SL,11,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999999,-0.0015999999999999999,0.0007553497701605728,2.0210027295181853e-05,109832.06597559241,109492.18790123262,29.142744011082613,22.051444022568944,Low,Trending,train,2025-07,c555ac9efd53
239,2025-07-10 12:40:00,2025-07-10 13:10:00,LONG,110853.09,110850.01,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-2.778452093668969e-05,-0.0008777845209366898,0.0006593411153446107,0.0011001046520218525,110486.45111082809,110039.54156675281,63.37975931036169,39.005391909195254,Low,Trending,train,2025-07,c555ac9efd53
240,2025-07-10 13:14:00,2025-07-10 13:33:00,LONG,110872.59,110789.4355575,SL,19,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000264,-0.0016000000000000263,0.0013762644130528249,0.0015098411609218178,110766.59282742499,110443.85139535459,44.57352892915449,25.375686330874885,Low,Ranging,train,2025-07,c555ac9efd53
241,2025-07-10 14:48:00,2025-07-10 15:03:00,LONG,111066.99,111289.12398,TP,15,5e-05,0.0008,0.0008500000000000001,0.0019999999999999883,0.0011499999999999883,0.0,0.0020979230642695435,110995.2594889087,110884.03426123156,50.34802632784565,29.75198418707033,Medium,Ranging,train,2025-07,c555ac9efd53
242,2025-07-10 15:39:00,2025-07-10 15:41:00,LONG,111289.11,111205.64316749999,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000838,-0.001600000000000084,0.001771152631196355,9.704453562440125e-05,111211.06659681145,111107.10836920167,31.639127657367894,23.728571075173136,High,Ranging,train,2025-07,c555ac9efd53
243,2025-07-11 12:23:00,2025-07-11 12:24:00,LONG,118001.67,117913.16874749999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000478,-0.001600000000000048,0.0009665117451304113,0.0,115451.16052450569,113789.78842269075,6.419121638988478,4.414571248403345,Medium,Trending,train,2025-07,c555ac9efd53
244,2025-07-11 12:31:00,2025-07-11 13:01:00,LONG,117755.66,117818.23,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.000531354501346198,-0.00031864549865380206,0.00011651244619580208,0.0014394212558445174,116095.23193569973,114383.48939546097,4.154735492008081,1.8172519698992158,Low,Trending,train,2025-07,c555ac9efd53
245,2025-07-11 13:13:00,2025-07-11 13:20:00,LONG,117780.0,117691.665,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000543,-0.0016000000000000545,0.0011143657666836475,0.0002978434369162994,117505.77116200814,116341.21786979049,15.057887555014558,14.432383312480932,High,Ranging,train,2025-07,c555ac9efd53
246,2025-07-11 13:23:00,2025-07-11 13:30:00,LONG,117642.64,117554.40802,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999731,-0.0015999999999999732,0.0011962499311473792,0.0018402341191935615,117569.25666257883,116587.72636468112,14.214291871391959,10.619660003781943,Low,Ranging,train,2025-07,c555ac9efd53
247,2025-07-11 14:21:00,2025-07-11 14:22:00,LONG,117898.52,117810.09611,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000465,-0.0016000000000000467,0.0018528646500396873,0.00011111250590754887,117817.50455035802,117427.98181182033,22.546409907845078,20.523526400095736,High,Ranging,train,2025-07,c555ac9efd53
248,2025-07-11 14:44:00,2025-07-11 14:46:00,LONG,118007.92,117919.41406,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000232,-0.0016000000000000233,0.0008950246729202188,0.0001752424752508778,117916.28287750972,117631.3024697003,50.50878081226161,32.45475573557194,Medium,Ranging,train,2025-07,c555ac9efd53
249,2025-07-12 12:15:00,2025-07-12 12:20:00,LONG,117779.52,117691.18536,SL,5,5e-05,0.0008,0.0008500000000000001,-0.000750000000000008,-0.001600000000000008,0.0008259500463238331,0.0,117568.29139505593,117577.87520688969,26.816187926774717,19.423938954515034,Low,Ranging,train,2025-07,c555ac9efd53
250,2025-07-12 12:24:00,2025-07-12 12:31:00,LONG,117700.0,117611.72499999999,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000742,-0.0016000000000000742,0.0013132540356840016,0.0006717077315207959,117607.59668334576,117597.84795135201,15.636979829833118,19.25354113959455,Low,Ranging,train,2025-07,c555ac9efd53
251,2025-07-12 12:33:00,2025-07-12 12:35:00,LONG,117660.06,117571.814955,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000281,-0.001600000000000028,0.0009184085066759075,0.00016955626233742437,117633.42067578205,117613.79959062894,41.945241050668194,32.4229509340975,Medium,Ranging,train,2025-07,c555ac9efd53
252,2025-07-12 13:35:00,2025-07-12 14:00:00,SHORT,117420.36,117508.42527,SL,25,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000547,-0.0016000000000000547,0.0007613671087364592,0.0015455581979138535,117434.57707594385,117484.10846712717,54.27301587301459,69.46394557823103,Medium,Ranging,train,2025-07,c555ac9efd53
253,2025-07-12 14:07:00,2025-07-12 14:37:00,LONG,117526.12,117470.27,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-0.0004752135099839191,-0.0013252135099839192,0.0006948242654483016,0.0017114493356880957,117426.70198361698,117451.65838172128,53.97076316898741,35.09051730814357,Medium,Ranging,train,2025-07,c555ac9efd53
254,2025-07-12 15:18:00,2025-07-12 15:36:00,SHORT,117401.19,117166.38762000001,TP,18,5e-05,0.0008,0.0008500000000000001,0.0019999999999999463,0.0011499999999999462,0.0003926706364730312,0.0023623269917451136,117416.8326818347,117446.72903356516,80.96392543547664,85.09564712456005,Medium,Ranging,train,2025-07,c555ac9efd53
255,2025-07-13 12:13:00,2025-07-13 12:43:00,LONG,118010.16,118137.08,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0010755006179128835,0.0002255006179128834,0.0,0.0015241907984871416,117547.93128529305,117461.95235579651,15.429804583489181,7.33091126584429,Low,Trending,train,2025-07,c555ac9efd53
256,2025-07-13 13:08:00,2025-07-13 13:12:00,LONG,118303.85,118215.1221125,SL,4,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000399,-0.00160000000000004,0.001215936759454623,0.0006613478766751097,118202.30227682112,117987.70965086843,23.7872921885683,20.33695664357816,High,Trending,train,2025-07,c555ac9efd53
257,2025-07-13 13:16:00,2025-07-13 13:34:00,LONG,118265.57,118502.10114000001,TP,18,5e-05,0.0008,0.0008500000000000001,0.0020000000000000543,0.0011500000000000542,0.0007235410948427931,0.0022492598648955462,118217.18662060484,118027.78025935352,30.117036254840837,23.34887311012474,Medium,Trending,train,2025-07,c555ac9efd53
258,2025-07-13 13:56:00,2025-07-13 14:02:00,LONG,118592.79,118503.84540749999,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000307,-0.0016000000000000307,0.0011958568476211112,0.0005051740497883851,118467.09602975343,118288.86926672602,43.1288917685002,30.66494442908976,Medium,Ranging,train,2025-07,c555ac9efd53
259,2025-07-13 14:41:00,2025-07-13 14:43:00,LONG,118923.39,118834.19745749999,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000683,-0.0016000000000000684,0.0007639371867889556,0.0005254643346443895,118843.23613646918,118640.5238894158,37.37444603335632,18.273034139795275,High,Trending,train,2025-07,c555ac9efd53
260,2025-07-13 15:27:00,2025-07-13 15:30:00,LONG,118939.11,118849.9056675,SL,3,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999806,-0.0015999999999999808,0.0009633500704688454,0.0,118874.40346222655,118769.75920664566,40.988662298822724,28.112957589542727,Medium,Ranging,train,2025-07,c555ac9efd53
