trade_id,entry_time,exit_time,direction,entry_price,exit_price,exit_reason,holding_candles,spread_pct,fees_pct,cost_total_pct,pnl_gross_pct,pnl_net_pct,mae_pct,mfe_pct,asia_high,asia_low,asia_range_pct,session_candle_num,split,month,spec_hash,asia_range_bucket
0,2019-01-03 12:05:00,2019-01-03 12:40:00,SHORT,3803.64,3809.34546,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000343,-0.0023500000000000344,0.0015774363504432597,0.0021847493453639004,3862.74,3805.0,1.5174770039421757,1,train,2019-01,5210f76300b0,Q2
1,2019-01-03 12:45:00,2019-01-03 12:50:00,SHORT,3804.21,3809.9163150000004,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000944,-0.002350000000000094,0.003362064659942528,0.0,3862.74,3805.0,1.5174770039421757,9,train,2019-01,5210f76300b0,Q2
2,2019-01-06 12:45:00,2019-01-06 13:00:00,LONG,3792.64,3786.95104,SL,3,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999875,-0.0023499999999999875,0.0020144279446506585,0.00242047755653062,3792.12,3740.0,1.3935828877005318,9,train,2019-01,5210f76300b0,Q2
3,2019-01-07 12:10:00,2019-01-07 12:15:00,SHORT,3967.72,3973.67158,SL,1,5e-05,0.0008,0.0008500000000000001,-0.001500000000000095,-0.002350000000000095,0.0019532628310465457,0.00035788815743036757,4017.9,3970.03,1.2057843391611622,2,train,2019-01,5210f76300b0,Q1 (tight)
4,2019-01-07 12:55:00,2019-01-07 13:00:00,SHORT,3969.99,3956.095035,TP,1,5e-05,0.0008,0.0008500000000000001,0.0034999999999999892,0.002649999999999989,0.0,0.003770790354635604,4017.9,3970.03,1.2057843391611622,11,train,2019-01,5210f76300b0,Q1 (tight)
5,2019-01-08 12:15:00,2019-01-08 12:45:00,LONG,3996.98,3990.98453,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999601,-0.00234999999999996,0.001888926139235168,0.0009532196808590349,3989.0,3922.0,1.7083120856705762,3,train,2019-01,5210f76300b0,Q2
6,2019-01-08 12:50:00,2019-01-08 13:00:00,LONG,3991.12,4005.08892,TP,2,5e-05,0.0008,0.0008500000000000001,0.0035000000000000634,0.0026500000000000633,0.0006213794624065471,0.004229389244121978,3989.0,3922.0,1.7083120856705762,10,train,2019-01,5210f76300b0,Q2
7,2019-01-10 12:30:00,2019-01-10 13:00:00,SHORT,3732.08,3719.0177200000003,TP,6,5e-05,0.0008,0.0008500000000000001,0.003499999999999905,0.002649999999999905,0.001318299714904309,0.004303230370195694,3996.01,3731.01,7.10263440730526,6,train,2019-01,5210f76300b0,Q4 (wide)
8,2019-01-15 12:30:00,2019-01-15 13:30:00,SHORT,3605.14,3610.5477100000003,SL,12,5e-05,0.0008,0.0008500000000000001,-0.0015000000000001128,-0.002350000000000113,0.002011017602645112,0.0020359819590916556,3648.42,3610.12,1.060906562662742,6,train,2019-01,5210f76300b0,Q1 (tight)
9,2019-01-24 12:10:00,2019-01-24 12:45:00,LONG,3556.51,3568.9577850000005,TP,7,5e-05,0.0008,0.0008500000000000001,0.0035000000000000825,0.0026500000000000824,0.0,0.003635586572229471,3555.0,3529.22,0.7304730223675543,2,train,2019-01,5210f76300b0,Q1 (tight)
