trade_id,entry_time,exit_time,direction,entry_price,exit_price,exit_reason,holding_candles,spread_pct,fees_pct,cost_total_pct,pnl_gross_pct,pnl_net_pct,mae_pct,mfe_pct,asia_high,asia_low,asia_range_pct,session_candle_num,split,month,spec_hash,cumulative_pnl_pct,equity_usdt,peak_equity,rolling_drawdown_pct,underwater_trades
784,2025-04-16 12:10:00,2025-04-16 12:35:00,LONG,84109.61,83983.44558500001,SL,5,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999048,-0.002349999999999905,0.00194508094853853,0.0018118024801208733,83960.0,83111.64,1.0207475150291832,2,holdout,2025-04,5210f76300b0,-0.6486522110343452,3513.4778896565476,9976.5,-64.78245988416231,784
785,2025-04-16 12:40:00,2025-04-16 12:45:00,LONG,83946.02,83820.10097000001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.001499999999999881,-0.002349999999999881,0.0015805394943084563,0.0,83960.0,83111.64,1.0207475150291832,8,holdout,2025-04,5210f76300b0,-0.6510022110343451,3489.977889656549,9976.5,-65.01801343500676,785
786,2025-04-19 12:10:00,2025-04-19 14:40:00,LONG,85293.24,85367.92,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0008755676299785658,2.5567629978565727e-05,0.001169260307147559,0.002424107701852981,85300.0,84364.45,1.108938658404106,2,holdout,2025-04,5210f76300b0,-0.6509766434043666,3490.2335659563346,9976.5,-65.01545064946289,786
787,2025-04-25 12:30:00,2025-04-25 12:40:00,LONG,94467.22,94797.85527,TP,2,5e-05,0.0008,0.0008500000000000001,0.003499999999999988,0.002649999999999988,0.0,0.003827888658097492,94444.0,92855.96,1.7102187086321583,6,holdout,2025-04,5210f76300b0,-0.6483266434043665,3516.7335659563346,9976.5,-64.74982643255316,787
788,2025-04-25 12:55:00,2025-04-25 13:10:00,LONG,94406.2,94264.5907,SL,3,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999623,-0.0023499999999999624,0.0017807093178202342,0.0019888524270652705,94444.0,92855.96,1.7102187086321583,11,holdout,2025-04,5210f76300b0,-0.6506766434043665,3493.233565956335,9976.5,-64.98537998339764,788
789,2025-05-03 12:40:00,2025-05-03 13:30:00,SHORT,96125.79,96269.978685,SL,10,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000104,-0.0023500000000000105,0.0020165243895525964,0.0004763549927651424,96935.67,96132.67,0.8353039606618645,8,holdout,2025-05,5210f76300b0,-0.6530266434043664,3469.7335659563355,9976.5,-65.2209335342421,789
790,2025-05-04 12:20:00,2025-05-04 13:45:00,SHORT,95553.21,95218.773765,TP,17,5e-05,0.0008,0.0008500000000000001,0.0035000000000000105,0.0026500000000000104,0.00043985963422891637,0.0036015535218544663,96304.48,95588.0,0.7495501527388333,4,holdout,2025-05,5210f76300b0,-0.6503766434043664,3496.233565956336,9976.5,-64.95530931733238,790
791,2025-05-06 12:35:00,2025-05-06 13:50:00,SHORT,93920.83,93592.107095,TP,15,5e-05,0.0008,0.0008500000000000001,0.0035000000000000252,0.002650000000000025,0.0012688346131523567,0.005790302321646878,94926.99,94012.78,0.9724316204669262,7,holdout,2025-05,5210f76300b0,-0.6477266434043664,3522.7335659563364,9976.5,-64.68968510042264,791
792,2025-05-08 12:05:00,2025-05-08 12:35:00,LONG,99462.0,99312.807,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999929,-0.0023499999999999927,0.001801592568015949,0.0008342884719792074,99419.0,96876.29,2.6246979524092082,1,holdout,2025-05,5210f76300b0,-0.6500766434043663,3499.233565956337,9976.5,-64.92523865126711,792
793,2025-05-08 12:50:00,2025-05-08 13:40:00,LONG,99396.83,99247.73475500001,SL,10,5e-05,0.0008,0.0008500000000000001,-0.0014999999999998944,-0.0023499999999998947,0.0017789299719116493,0.002384683696653091,99419.0,96876.29,2.6246979524092082,10,holdout,2025-05,5210f76300b0,-0.6524266434043662,3475.733565956338,9976.5,-65.16079220211158,793
794,2025-05-16 13:00:00,2025-05-16 13:35:00,SHORT,103506.07,103661.32910500001,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000447,-0.0023500000000000448,0.0037672186761606636,0.0006383200521477338,104466.01,103467.91,0.96464691323135,12,holdout,2025-05,5210f76300b0,-0.6547766434043663,3452.2335659563373,9976.5,-65.39634575295607,794
795,2025-05-24 12:20:00,2025-05-24 13:55:00,LONG,108727.39,108564.298915,SL,19,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999332,-0.0023499999999999333,0.0017234847631309776,0.0019245380579815262,108582.33,106875.41,1.5971120017223777,4,holdout,2025-05,5210f76300b0,-0.6571266434043662,3428.7335659563378,9976.5,-65.63189930380055,795
796,2025-05-25 12:05:00,2025-05-25 12:10:00,SHORT,107215.38,107376.20307000002,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0015000000000001221,-0.002350000000000122,0.002094662165073721,0.0,108288.69,107206.0,1.0099154898046774,1,holdout,2025-05,5210f76300b0,-0.6594766434043663,3405.233565956337,9976.5,-65.86745285464505,796
797,2025-05-27 12:10:00,2025-05-27 12:40:00,LONG,109776.21,109611.54568500002,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0014999999999998838,-0.002349999999999884,0.002912379649470558,0.0004618487010983262,109666.0,107516.57,1.9991616175999598,2,holdout,2025-05,5210f76300b0,-0.6618266434043661,3381.7335659563387,9976.5,-66.10300640548952,797
798,2025-05-29 12:10:00,2025-05-29 12:40:00,LONG,108638.81,108475.851785,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999215,-0.0023499999999999216,0.0024217864683899913,0.0014584106729446165,108484.61,106948.01,1.4367728768398833,2,holdout,2025-05,5210f76300b0,-0.6641766434043661,3358.233565956339,9976.5,-66.33855995633398,798
799,2025-05-29 12:50:00,2025-05-29 13:15:00,LONG,108497.49,108334.743765,SL,5,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999879,-0.002349999999999988,0.0023732346250591166,0.0008607572396375199,108484.61,106948.01,1.4367728768398833,10,holdout,2025-05,5210f76300b0,-0.6665266434043661,3334.733565956339,9976.5,-66.57411350717848,799
800,2025-06-01 12:35:00,2025-06-01 13:05:00,SHORT,103891.68,104047.51752,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000091,-0.002350000000000009,0.0019588671585637012,0.0003321728939217728,104729.99,103924.52,0.7750528941581843,7,holdout,2025-06,5210f76300b0,-0.668876643404366,3311.2335659563396,9976.5,-66.80966705802295,800
801,2025-06-06 12:45:00,2025-06-06 13:35:00,LONG,103689.51,104052.423285,TP,10,5e-05,0.0008,0.0008500000000000001,0.003500000000000023,0.002650000000000023,0.0,0.005810134506373997,103468.66,101095.8,2.347140039447732,9,holdout,2025-06,5210f76300b0,-0.666226643404366,3337.73356595634,9976.5,-66.54404284111321,801
802,2025-06-11 12:05:00,2025-06-11 12:30:00,SHORT,109352.07,109516.09810500001,SL,5,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000445,-0.0023500000000000448,0.0052579708824898016,0.003138943780396658,110274.4,109373.67,0.8235345856091288,1,holdout,2025-06,5210f76300b0,-0.6685766434043661,3314.233565956339,9976.5,-66.77959639195771,802
803,2025-06-12 12:40:00,2025-06-12 13:25:00,SHORT,107269.21,106893.76776500001,TP,9,5e-05,0.0008,0.0008500000000000001,0.003499999999999953,0.0026499999999999527,0.001287787986878988,0.004881829557615021,108813.55,107320.0,1.3916790905702598,8,holdout,2025-06,5210f76300b0,-0.6659266434043661,3340.7335659563387,9976.5,-66.51397217504797,803
804,2025-06-15 12:15:00,2025-06-15 12:50:00,SHORT,105132.35,105290.048525,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999979,-0.002349999999999998,0.0015566093595358057,0.0011304798190091424,106128.57,105200.0,0.8826711026616036,3,holdout,2025-06,5210f76300b0,-0.6682766434043661,3317.233565956339,9976.5,-66.74952572589245,804
805,2025-06-20 12:10:00,2025-06-20 13:35:00,LONG,105943.15,105784.235275,SL,17,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999536,-0.0023499999999999537,0.0022948156629286117,0.0019446278499365376,105825.66,104238.02,1.5230910947848004,2,holdout,2025-06,5210f76300b0,-0.6706266434043661,3293.7335659563396,9976.5,-66.98507927673694,805
806,2025-07-01 12:10:00,2025-07-01 13:30:00,SHORT,106613.01,106772.929515,SL,16,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000133,-0.0023500000000000135,0.0017975292133671063,0.0023262639334542265,107540.0,106615.97,0.8666900465286755,2,holdout,2025-07,5210f76300b0,-0.672976643404366,3270.2335659563396,9976.5,-67.22063282758141,806
807,2025-07-02 12:25:00,2025-07-02 13:10:00,LONG,107269.1,107644.54185000001,TP,9,5e-05,0.0008,0.0008500000000000001,0.0035000000000000265,0.0026500000000000265,0.0007737549769691364,0.0036250886788460105,107186.78,105100.19,1.985334184457703,5,holdout,2025-07,5210f76300b0,-0.670326643404366,3296.73356595634,9976.5,-66.95500861067168,807
808,2025-07-03 12:05:00,2025-07-03 12:30:00,LONG,109548.44,109384.11734000001,SL,5,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999152,-0.0023499999999999155,0.002450422844907717,0.003355228061668406,109548.0,108530.4,0.9376174786050783,1,holdout,2025-07,5210f76300b0,-0.672676643404366,3273.2335659563405,9976.5,-67.19056216151616,808
809,2025-07-23 12:45:00,2025-07-23 12:55:00,SHORT,118249.32,117835.44738000001,TP,2,5e-05,0.0008,0.0008500000000000001,0.0034999999999999545,0.0026499999999999545,0.0005976355720269533,0.0038008675229592153,120090.0,118288.2,1.523228859683386,9,holdout,2025-07,5210f76300b0,-0.670026643404366,3299.73356595634,9976.5,-66.92493794460643,809
810,2025-07-26 12:05:00,2025-07-26 13:15:00,LONG,117781.84,118194.07644,TP,14,5e-05,0.0008,0.0008500000000000001,0.003500000000000067,0.002650000000000067,8.24405528050152e-05,0.0035624337334176177,117750.0,117138.38,0.5221345898756626,1,holdout,2025-07,5210f76300b0,-0.667376643404366,3326.23356595634,9976.5,-66.65931372769668,810
811,2025-08-03 12:10:00,2025-08-03 14:25:00,LONG,113792.64,113621.95104,SL,27,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999957,-0.0023499999999999958,0.0018713864095252302,0.002687432157299432,113740.69,111920.0,1.626778055754112,2,holdout,2025-08,5210f76300b0,-0.6697266434043659,3302.7335659563405,9976.5,-66.89486727854117,811
812,2025-08-09 12:45:00,2025-08-09 14:00:00,LONG,117033.69,116858.13946500001,SL,15,5e-05,0.0008,0.0008500000000000001,-0.0014999999999998938,-0.002349999999999894,0.002439383052862857,0.0010292762707899909,116980.0,116299.13,0.5854471998199775,9,holdout,2025-08,5210f76300b0,-0.6720766434043658,3279.233565956342,9976.5,-67.13042082938564,812
813,2025-08-12 12:10:00,2025-08-12 12:25:00,SHORT,118400.0,118577.6,SL,3,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000493,-0.002350000000000049,0.0016891891891891893,0.0009712837837837838,119275.46,118424.86,0.718261351543929,2,holdout,2025-08,5210f76300b0,-0.6744266434043659,3255.7335659563414,9976.5,-67.36597438023013,813
