trade_id,entry_time,exit_time,direction,entry_price,exit_price,exit_reason,holding_candles,spread_pct,fees_pct,cost_total_pct,pnl_gross_pct,pnl_net_pct,mae_pct,mfe_pct,ema50_at_entry,ema100_at_entry,stoch_k_at_entry,stoch_d_at_entry,pullback_stoch_min,pullback_stoch_max,volatility_regime,trend_regime,split,month,spec_hash,cumulative_pnl_pct,equity_usdt,peak_equity,rolling_drawdown_pct,underwater_trades
30,2025-06-26 15:02:00,2025-06-26 15:03:00,LONG,107494.5,107413.87912499999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000725,-0.0016000000000000727,0.0008698119438668955,0.0,107420.3835217944,107314.18876595276,35.38202618739532,26.167238660254156,17.41101300783743,35.38202618739532,Medium,Trending,train,2025-06,65d674ca66c2,-0.030502914110950297,9694.970858890498,9984.0,-2.8949232883563925,30
31,2025-06-27 12:57:00,2025-06-27 13:02:00,SHORT,106646.51,106726.4948825,SL,5,5e-05,0.0008,0.0008500000000000001,-0.000750000000000076,-0.0016000000000000762,0.0008830106114114588,0.0003332504739254346,106896.10813325457,106991.27552596891,13.188092079820388,26.79236808438692,13.188092079820388,84.78309265691679,Medium,Trending,train,2025-06,65d674ca66c2,-0.03210291411095037,9678.970858890496,9984.0,-3.055179698612821,31
32,2025-06-27 15:53:00,2025-06-27 15:59:00,LONG,107238.21,107308.25,EOD,6,5e-05,0.0008,0.0008500000000000001,0.000653125411175677,-0.00019687458882432305,0.0,0.0015752780655327332,106899.97157710334,106799.4973665689,69.38697448618616,50.56276178733117,18.65873854678124,69.38697448618616,High,Trending,train,2025-06,65d674ca66c2,-0.03229978869977469,9677.002113002252,9984.0,-3.0748987079101324,32
33,2025-06-29 12:17:00,2025-06-29 12:44:00,LONG,108206.72,108125.56496,SL,27,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999798,-0.00159999999999998,0.0016054455767627108,0.0009157471920412753,107792.9608918666,107563.25885820441,42.91950366329476,30.38604514905643,10.90093752898315,42.91950366329476,High,Trending,train,2025-06,65d674ca66c2,-0.03389978869977467,9661.002113002252,9984.0,-3.2351551181665426,33
34,2025-06-29 12:47:00,2025-06-29 13:17:00,LONG,108133.99,108140.0,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,5.557919392408216e-05,-0.0007944208060759179,0.0002959291523414608,0.0008719737429460764,108071.60460871065,107850.92601177246,50.481130290729446,32.50759951114174,0.0,50.481130290729446,High,Trending,train,2025-06,65d674ca66c2,-0.03469420950585059,9653.057904941494,9984.0,-3.3147245098007443,34
35,2025-06-30 15:11:00,2025-06-30 15:17:00,SHORT,106986.53,106772.55694,TP,6,5e-05,0.0008,0.0008500000000000001,0.0020000000000000365,0.0011500000000000364,0.0,0.002164104210128124,107114.13815914273,107274.38731896198,41.408188265936666,62.5438355105787,41.408188265936666,81.657080999525,High,Trending,train,2025-06,65d674ca66c2,-0.03354420950585055,9664.557904941494,9984.0,-3.1995402149289496,35
36,2025-07-01 15:00:00,2025-07-01 15:05:00,SHORT,105925.01,106004.4537575,SL,5,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000446,-0.0016000000000000445,0.001622468574702052,0.0012101013726597055,106249.87605511176,106438.82365667525,55.76548973835197,70.98814966118685,55.76548973835197,88.7679125643585,High,Trending,train,2025-07,65d674ca66c2,-0.03514420950585059,9648.557904941494,9984.0,-3.3597966251853593,36
37,2025-07-01 15:08:00,2025-07-01 15:14:00,SHORT,105854.62,105642.91076,TP,6,5e-05,0.0008,0.0008500000000000001,0.001999999999999967,0.001149999999999967,0.0,0.002184411034681301,106158.26053627727,106361.46963197627,37.69025692772194,63.37581136573244,37.69025692772194,86.98537324087526,Medium,Trending,train,2025-07,65d674ca66c2,-0.03399420950585062,9660.057904941494,9984.0,-3.244612330313565,37
38,2025-07-02 13:03:00,2025-07-02 13:13:00,LONG,107400.3,107615.1006,TP,10,5e-05,0.0008,0.0008500000000000001,0.0020000000000000213,0.0011500000000000212,0.000297019654507564,0.002399062200012509,107226.00622718947,106985.33276983559,50.271684571652834,29.575498129575298,8.702906183908992,63.75807513508158,Medium,Trending,train,2025-07,65d674ca66c2,-0.032844209505850604,9671.557904941494,9984.0,-3.12942803544177,38
39,2025-07-03 14:12:00,2025-07-03 14:13:00,LONG,110138.98,110056.37576499999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.000750000000000056,-0.001600000000000056,0.001574102102634284,0.0005110815444269427,110022.52053899216,109715.05828999548,28.757122768705642,24.035680336404965,18.947907298375213,30.56293437053371,Medium,Ranging,train,2025-07,65d674ca66c2,-0.034444209505850656,9655.557904941494,9984.0,-3.28968444569818,39
40,2025-07-06 14:02:00,2025-07-06 14:31:00,LONG,108789.94,109007.51988,TP,29,5e-05,0.0008,0.0008500000000000001,0.002000000000000044,0.0011500000000000438,0.0006289184459518798,0.002383768205038092,108652.82054063039,108478.62340142437,25.612319054071587,20.4720791066846,15.79092135978442,32.741264421736474,High,Trending,train,2025-07,65d674ca66c2,-0.03329420950585061,9667.057904941494,9984.0,-3.1745001508263857,40
41,2025-07-09 12:48:00,2025-07-09 12:56:00,LONG,109444.05,109361.9669625,SL,8,5e-05,0.0008,0.0008500000000000001,-0.000750000000000071,-0.001600000000000071,0.001016318383685508,9.091403324344347e-05,109271.53617225614,109039.54418305673,34.28088958271719,26.8824820924831,21.513085726181217,34.28088958271719,Low,Trending,train,2025-07,65d674ca66c2,-0.03489420950585068,9651.057904941494,9984.0,-3.3347565610827954,41
42,2025-07-09 13:01:00,2025-07-09 13:05:00,LONG,109365.01,109583.74002,TP,4,5e-05,0.0008,0.0008500000000000001,0.0020000000000000248,0.0011500000000000247,0.0,0.002573400761358705,109316.1365595629,109118.38958384133,65.04645743405418,46.13918255062928,7.697045987602576,65.04645743405418,High,Trending,train,2025-07,65d674ca66c2,-0.03374420950585066,9662.557904941494,9984.0,-3.2195722662110007,42
43,2025-07-11 12:33:00,2025-07-11 12:44:00,LONG,117842.01,117753.62849249999,SL,11,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000174,-0.0016000000000000174,0.0007807063032954038,0.0005117020661816861,116230.7697953153,114519.72139250199,53.918354057238666,27.601328142467807,0.3697759375490759,53.918354057238666,Medium,Trending,train,2025-07,65d674ca66c2,-0.035344209505850675,9646.557904941494,9984.0,-3.3798286764674113,43
44,2025-07-11 12:53:00,2025-07-11 13:00:00,LONG,117863.65,117775.25226249998,SL,7,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000884,-0.0016000000000000883,0.0009995448130106074,0.0005218742165206094,117093.7628218795,115601.219627219,57.02270807398694,38.44131726379954,12.09560650577857,57.02270807398694,Medium,Trending,train,2025-07,65d674ca66c2,-0.03694420950585076,9630.557904941492,9984.0,-3.5400850867238396,44
45,2025-07-13 12:44:00,2025-07-13 12:52:00,LONG,118137.08,118373.35416,TP,8,5e-05,0.0008,0.0008500000000000001,0.002000000000000007,0.001150000000000007,0.00044169028047762453,0.0028408523386560815,117951.67604150412,117763.84479937883,81.55845104103692,62.432230583942356,41.74634454211955,81.55845104103692,Low,Trending,train,2025-07,65d674ca66c2,-0.03579420950585076,9642.057904941492,9984.0,-3.4249007918520444,45
46,2025-07-13 13:08:00,2025-07-13 13:12:00,LONG,118303.85,118215.1221125,SL,4,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000399,-0.00160000000000004,0.001215936759454623,0.0006613478766751097,118202.30227682112,117987.70965086843,23.7872921885683,20.33695664357816,6.1562969521934825,28.999068513698475,High,Trending,train,2025-07,65d674ca66c2,-0.037394209505850796,9626.057904941492,9984.0,-3.585157202108455,46
47,2025-07-13 14:42:00,2025-07-13 14:43:00,LONG,118985.87,118896.63059749999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000869,-0.001600000000000087,0.0012886404074702463,0.0,118846.53471935274,118646.20361437785,56.54124968201675,36.251926683562026,2.6045720507164973,56.54124968201675,High,Trending,train,2025-07,65d674ca66c2,-0.038994209505850884,9610.057904941492,9984.0,-3.745413612364865,47
48,2025-07-14 12:44:00,2025-07-14 13:14:00,LONG,121862.0,121902.34,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0003310301816808891,-0.000518969818319111,0.0005087722177545092,0.000848582823193477,121268.6653471014,120528.51143274546,59.11562891820662,40.07610965321559,19.12126178047062,66.10855457689526,High,Trending,train,2025-07,65d674ca66c2,-0.03951317932416999,9604.8682067583,9984.0,-3.7973937624369043,48
49,2025-07-15 12:38:00,2025-07-15 12:39:00,SHORT,117204.29,116969.88141999999,TP,1,5e-05,0.0008,0.0008500000000000001,0.0020000000000000256,0.0011500000000000256,0.0,0.0034494471149477002,117763.71981737638,118671.35736756396,48.75088780363609,70.4573954939009,48.75088780363609,87.65964686963099,High,Trending,train,2025-07,65d674ca66c2,-0.038363179324169966,9616.3682067583,9984.0,-3.682209467565109,49
50,2025-07-15 12:40:00,2025-07-15 12:43:00,SHORT,116928.26,116694.40348,TP,3,5e-05,0.0008,0.0008500000000000001,0.00200000000000001,0.00115000000000001,0.0,0.0029052001629032804,117696.34348386031,118601.42433874075,12.456349561582504,29.576927331262855,12.456349561582504,87.65964686963099,Medium,Trending,train,2025-07,65d674ca66c2,-0.037213179324169954,9627.868206758301,9984.0,-3.5670251726932958,50
51,2025-07-16 12:34:00,2025-07-16 12:37:00,LONG,118787.99,119025.56598,TP,3,5e-05,0.0008,0.0008500000000000001,0.0019999999999999506,0.0011499999999999505,0.0,0.0022985488684503677,118238.80216714786,117751.32174995831,56.63333494355964,33.98774894151652,19.691858968893367,74.71617567174438,High,Trending,train,2025-07,65d674ca66c2,-0.036063179324170004,9639.3682067583,9984.0,-3.4518408778215193,51
52,2025-07-20 14:31:00,2025-07-20 14:32:00,LONG,118674.01,118585.0044925,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999848,-0.001599999999999985,0.0007921700800368569,0.0,118487.72622285709,118344.10394881504,41.40480149665739,27.859850434732788,4.182990248977499,41.40480149665739,High,Trending,train,2025-07,65d674ca66c2,-0.03766317932416999,9623.3682067583,9984.0,-3.61209728807793,52
53,2025-07-20 14:40:00,2025-07-20 14:46:00,LONG,118634.01,118545.0344925,SL,6,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999947,-0.0015999999999999947,0.000811908827831011,0.0,118513.30594969772,118381.54993938924,52.87797843429714,38.983194827676364,10.336322325097576,52.87797843429714,Medium,Trending,train,2025-07,65d674ca66c2,-0.039263179324169985,9607.3682067583,9984.0,-3.77235369833434,53
54,2025-07-21 14:32:00,2025-07-21 14:40:00,LONG,118891.41,118802.2414425,SL,8,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000088,-0.001600000000000009,0.0012910941168920447,0.0012999257053138062,118768.53748940871,118634.56171767355,47.59259225362391,43.254895132600296,15.561494035233617,47.59259225362391,High,Trending,train,2025-07,65d674ca66c2,-0.040863179324169996,9591.3682067583,9984.0,-3.9326101085907506,54
55,2025-07-22 12:55:00,2025-07-22 12:56:00,LONG,119394.15,119304.60438749999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000462,-0.0016000000000000463,0.000861935027804871,0.0,119212.23759728535,119069.53264901486,55.34467735913396,44.738305327899695,23.657971123614228,55.34467735913396,Medium,Trending,train,2025-07,65d674ca66c2,-0.04246317932417004,9575.3682067583,9984.0,-4.09286651884716,55
56,2025-07-22 14:19:00,2025-07-22 14:21:00,SHORT,118268.97,118357.6717275,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999678,-0.0015999999999999678,0.0010740771649571214,0.0008207562812122824,118527.58432285562,118745.53810759437,34.007235198067185,59.54034649646942,34.007235198067185,89.48391620931399,Medium,Trending,train,2025-07,65d674ca66c2,-0.04406317932417001,9559.3682067583,9984.0,-4.25312292910357,56
57,2025-07-23 13:08:00,2025-07-23 13:18:00,SHORT,118114.86,117878.63028,TP,10,5e-05,0.0008,0.0008500000000000001,0.002000000000000025,0.0011500000000000251,0.00027481724145468574,0.0023495773520791885,118250.64986081123,118430.68666027213,64.5526728366956,74.44622197906534,64.5526728366956,96.64101590533294,High,Trending,train,2025-07,65d674ca66c2,-0.042913179324169985,9570.868206758301,9984.0,-4.137938634231757,57
58,2025-07-23 13:57:00,2025-07-23 14:01:00,SHORT,117405.98,117494.034485,SL,4,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000049,-0.001600000000000005,0.0015452364521807004,0.000894162290540873,117789.4425418327,118016.51876066328,39.605487026795636,60.02444920394847,39.605487026795636,80.45970802585624,Medium,Trending,train,2025-07,65d674ca66c2,-0.04451317932416999,9554.8682067583,9984.0,-4.298195044488186,58
59,2025-07-25 12:51:00,2025-07-25 12:55:00,SHORT,116333.93,116101.26213999999,TP,4,5e-05,0.0008,0.0008500000000000001,0.002000000000000012,0.0011500000000000121,0.0,0.002499700646234408,116644.45887250316,117225.06795505228,54.76186997741353,72.08871290031692,54.76186997741353,93.02314580165432,Medium,Trending,train,2025-07,65d674ca66c2,-0.04336317932416998,9566.3682067583,9984.0,-4.1830107496163915,59
60,2025-07-28 12:31:00,2025-07-28 12:55:00,LONG,118948.0,118858.78899999999,SL,24,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000861,-0.0016000000000000862,0.0010771093250831905,0.0006170763695059537,118810.73986920169,118654.27589306881,37.85758400021316,33.76083538105424,16.717257329077984,37.85758400021316,High,Trending,train,2025-07,65d674ca66c2,-0.044963179324170065,9550.3682067583,9984.0,-4.343267159872802,60
61,2025-07-28 14:41:00,2025-07-28 14:42:00,SHORT,118063.64,118152.18773,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000482,-0.0016000000000000482,0.0011467544114343706,0.0,118271.89568997908,118409.6481686176,73.75410455351289,79.9543935902653,58.406594604068125,90.34665175518346,High,Trending,train,2025-07,65d674ca66c2,-0.04656317932417011,9534.3682067583,9984.0,-4.503523570129212,61
62,2025-07-28 14:48:00,2025-07-28 14:49:00,SHORT,118060.01,118148.55500749999,SL,1,5e-05,0.0008,0.0008500000000000001,-0.000749999999999976,-0.001599999999999976,0.0010292223420954251,0.0,118246.02618580953,118377.99887077934,23.488861861725486,41.986803365287834,23.488861861725486,89.28252515248032,High,Ranging,train,2025-07,65d674ca66c2,-0.04816317932417009,9518.3682067583,9984.0,-4.6637799803856215,62
63,2025-07-29 15:15:00,2025-07-29 15:28:00,SHORT,117780.0,117544.44,TP,13,5e-05,0.0008,0.0008500000000000001,0.00199999999999998,0.00114999999999998,0.00033324842927491934,0.0020984038037017675,117962.91650205663,118165.47309642582,52.842653974726915,68.22633954709244,39.19318740744499,85.85528925151459,Medium,Trending,train,2025-07,65d674ca66c2,-0.04701317932417011,9529.868206758298,9984.0,-4.548595685513845,63
64,2025-07-29 15:52:00,2025-07-29 15:53:00,SHORT,117379.41,117467.44455750001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000862,-0.0016000000000000862,0.0016142524485341673,0.0,117613.20997401005,117830.03015055346,40.526765234918905,53.10970464396215,40.526765234918905,82.56629076501129,High,Trending,train,2025-07,65d674ca66c2,-0.0486131793241702,9513.868206758298,9984.0,-4.708852095770256,64
65,2025-08-01 12:18:00,2025-08-01 12:29:00,SHORT,115325.99,115412.4844925,SL,11,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000155,-0.0016000000000000155,0.0010618595166622185,0.0009218216986475661,116729.56373401178,117316.44971225742,21.230934007434414,29.328600713175913,20.205890597064528,87.52670587186374,Low,Trending,train,2025-08,65d674ca66c2,-0.050213179324170215,9497.868206758298,9984.0,-4.869108506026667,65
66,2025-08-01 12:36:00,2025-08-01 12:37:00,SHORT,115700.35,115787.1252625,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999945,-0.0015999999999999947,0.0012954152688387727,0.00026309341328701534,116092.42585466502,116758.5339897753,76.2694069133278,79.76541020136175,76.2694069133278,90.76159907429515,Medium,Trending,train,2025-08,65d674ca66c2,-0.05181317932417021,9481.868206758298,9984.0,-5.029364916283076,66
67,2025-08-01 12:39:00,2025-08-01 12:40:00,SHORT,115541.75,115628.40631250001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000887,-0.0016000000000000888,0.0017672399803534422,0.0,116040.00004308665,116692.74545796323,40.521728412351656,57.964631923896015,40.521728412351656,79.66858597951504,High,Trending,train,2025-08,65d674ca66c2,-0.0534131793241703,9465.868206758296,9984.0,-5.189621326539505,67
