trade_id,entry_time,exit_time,direction,entry_price,exit_price,exit_reason,holding_candles,spread_pct,fees_pct,cost_total_pct,pnl_gross_pct,pnl_net_pct,mae_pct,mfe_pct,ema50_at_entry,ema100_at_entry,stoch_k_at_entry,stoch_d_at_entry,pullback_stoch_min,pullback_stoch_max,volatility_regime,trend_regime,split,month,spec_hash,cumulative_pnl_pct,equity_usdt,peak_equity,rolling_drawdown_pct,underwater_trades
16,2025-06-15 13:56:00,2025-06-15 14:03:00,LONG,105540.0,105460.845,SL,7,5e-05,0.0008,0.0008500000000000001,-0.000749999999999989,-0.001599999999999989,0.0010990145916240784,0.00018950161076369148,105430.50442107681,105323.36284883524,42.745510437501046,30.469969733139596,13.470763935239981,42.745510437501046,Medium,Trending,train,2025-06,65d674ca66c2,-0.017021386208244768,9829.786137917552,9984.0,-1.5446099968193914,16
17,2025-06-16 12:22:00,2025-06-16 12:26:00,LONG,106780.0,106699.915,SL,4,5e-05,0.0008,0.0008500000000000001,-0.00075000000000006,-0.0016000000000000601,0.0009888555909345993,0.00013757257913469122,106327.01827753747,106037.4175208532,66.27319718030309,47.27935083515988,8.190685293840003,66.27319718030309,Medium,Trending,train,2025-06,65d674ca66c2,-0.018621386208244828,9813.786137917552,9984.0,-1.7048664070758015,17
18,2025-06-16 12:35:00,2025-06-16 13:05:00,LONG,106665.43,106662.47,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-2.7750321730216165e-05,-0.0008777503217302162,2.7750321730216165e-05,0.0014406729528021666,106470.22169054116,106185.02631938386,56.75724053986057,26.727808515648572,0.0022778005578761086,56.75724053986057,High,Trending,train,2025-06,65d674ca66c2,-0.019499136529975043,9805.008634700249,9984.0,-1.7927821043644945,18
19,2025-06-16 14:52:00,2025-06-16 14:56:00,LONG,107668.0,107587.249,SL,4,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000357,-0.0016000000000000359,0.0008044172827581137,0.0008994315859865188,107382.46582086968,107129.52131437464,61.21240203457046,37.48858928606921,16.018876067924904,61.21240203457046,High,Trending,train,2025-06,65d674ca66c2,-0.02109913652997508,9789.008634700249,9984.0,-1.9530385146209046,19
20,2025-06-19 15:10:00,2025-06-19 15:12:00,SHORT,104184.67,104262.8085025,SL,2,5e-05,0.0008,0.0008500000000000001,-0.000750000000000052,-0.001600000000000052,0.0012488401604573934,0.0,104305.43475641144,104396.59021625166,27.76500722650427,46.45108796788094,27.76500722650427,92.29033369732423,High,Trending,train,2025-06,65d674ca66c2,-0.02269913652997513,9773.008634700249,9984.0,-2.113294924877315,20
21,2025-06-20 12:12:00,2025-06-20 12:42:00,LONG,105944.66,106057.33,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.001063479744991378,0.00021347974499137798,0.0003565068782136266,0.0015388222492761677,104932.54663258279,104676.43983249401,40.94105025193113,32.629589184564246,12.86547807788145,40.94105025193113,Medium,Trending,train,2025-06,65d674ca66c2,-0.022485656784983755,9775.143432150164,9984.0,-2.0919127388805707,21
22,2025-06-20 12:57:00,2025-06-20 13:27:00,LONG,105994.55,106008.62,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,0.0001327426740336407,-0.0007172573259663594,0.0003724719808706761,0.0014587542472702167,105823.96182502029,105459.12716401367,20.45728038508376,19.11318197926565,16.143095880240963,58.92970049670432,Medium,Trending,train,2025-06,65d674ca66c2,-0.023202914110950115,9767.9708588905,9984.0,-2.1637534165615024,22
23,2025-06-20 15:16:00,2025-06-20 15:35:00,SHORT,104345.64,104136.94872,TP,19,5e-05,0.0008,0.0008500000000000001,0.0019999999999999914,0.0011499999999999913,0.0003519073724594642,0.00319026266933625,104576.15944958512,104926.9144136436,39.64488008998438,51.227751817793894,39.64488008998438,79.2893934615803,High,Trending,train,2025-06,65d674ca66c2,-0.022052914110950124,9779.4708588905,9984.0,-2.0485691216897077,23
24,2025-06-22 12:27:00,2025-06-22 12:56:00,SHORT,102681.55,102758.5611625,SL,29,5e-05,0.0008,0.0008500000000000001,-0.0007499999999999907,-0.0015999999999999908,0.0008510779200352879,0.0009083423458255555,102962.1537521573,103181.84497418259,55.06674453069124,71.02645193194412,55.06674453069124,92.73483348736788,Medium,Trending,train,2025-06,65d674ca66c2,-0.023652914110950114,9763.470858890498,9984.0,-2.208825531946136,24
25,2025-06-22 13:53:00,2025-06-22 13:54:00,SHORT,100634.39,100709.8657925,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000126,-0.0016000000000000127,0.0008507032238184242,0.0003417320858207559,101255.85787029019,101829.46481984304,59.33548503925196,73.55207059874131,59.02317854618991,85.41759259839728,High,Trending,train,2025-06,65d674ca66c2,-0.025252914110950125,9747.4708588905,9984.0,-2.369081942202528,25
26,2025-06-22 13:55:00,2025-06-22 13:56:00,SHORT,100684.0,100759.513,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000625,-0.0016000000000000625,0.001141492193397094,0.0,101216.04022551586,101786.64685612015,57.724124753598964,56.17503241928578,51.46548746500639,85.41759259839728,High,Trending,train,2025-06,65d674ca66c2,-0.02685291411095019,9731.470858890498,9984.0,-2.5293383524589563,26
27,2025-06-22 14:35:00,2025-06-22 14:38:00,SHORT,99890.01,99690.22997999999,TP,3,5e-05,0.0008,0.0008500000000000001,0.0020000000000000564,0.0011500000000000564,0.00021023123333354358,0.0030391427531141677,100375.22074889808,100946.95456245675,63.85642082318797,74.58493680666241,44.04526385029794,80.81264732626212,High,Trending,train,2025-06,65d674ca66c2,-0.02570291411095013,9742.970858890498,9984.0,-2.4141540575871616,27
28,2025-06-22 14:57:00,2025-06-22 14:58:00,SHORT,99419.2,99493.7644,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000295,-0.0016000000000000296,0.0013052810724689403,0.0,99835.27226894049,100417.32424979603,58.87993474355568,69.01571581906425,58.87993474355568,81.71106529986554,High,Trending,train,2025-06,65d674ca66c2,-0.02730291411095016,9726.970858890498,9984.0,-2.574410467843572,28
29,2025-06-24 12:22:00,2025-06-24 12:23:00,LONG,105217.63,105138.7167775,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0007500000000000633,-0.0016000000000000634,0.001257774006124364,0.0,103758.42642505535,102968.96440028722,43.19822895330461,29.05836112203919,9.74620495283394,43.19822895330461,Medium,Trending,train,2025-06,65d674ca66c2,-0.028902914110950223,9710.970858890498,9984.0,-2.7346668780999823,29
