label,n,p50_all_1c,p_beat_cost_1c,p50_all_3c,p_beat_cost_3c,p50_all_5c,p_beat_cost_5c,p50_all_10c,p_beat_cost_10c,p50_all_20c,p_beat_cost_20c
All,37227,0.0,6.669890133505252,-0.00032449274481637276,12.550030891557205,-0.0015171883582171418,15.85677062347221,-0.003027011462959103,21.3662126950869,-0.006044064853646601,26.537190748650175
EER=High,28360,0.0,5.96262341325811,-1.050822451690866e-05,11.692524682651621,-0.0008084403857140678,14.802538787023977,-0.002194254859591735,20.292665726375176,-0.005226077263511159,25.705218617771507
EER=Low,3538,0.0,8.959864330130017,-0.0007987065710828441,15.771622385528547,-0.0031099679762287753,19.70039570378745,-0.003484348571243329,25.466365178066702,-0.005503206901373463,30.35613340870548
Vol=High,13680,-0.0016925946519314855,10.847953216374268,-0.006136522810639732,16.608187134502923,-0.007468741741015409,20.160818713450293,-0.011162711865991208,25.007309941520468,-0.01566501642945996,28.815789473684212
Vol=Low,5933,8.199879605071913e-06,3.522669812910838,0.0012231588475157809,8.461149502781055,0.001418519485339583,12.287207146468901,0.0037109016945076167,18.405528400471937,0.00031968886557650825,24.574414292937803
Compressed,6037,0.0,3.1472585721384796,0.0,7.652807685936723,9.023887036420417e-06,10.733808182872288,0.00016032806834614794,16.299486499917176,-0.0026025133902365196,22.279277786980288
EER=H+Vol=H,8930,-0.002447307518681528,10.022396416573349,-0.0063982971816383735,15.711086226203808,-0.0074081903617903575,19.23852183650616,-0.012626524517941943,23.74020156774916,-0.016870407154029612,27.760358342665175
