trade_id,entry_time,exit_time,direction,entry_price,exit_price,exit_reason,holding_candles,spread_pct,fees_pct,cost_total_pct,pnl_gross_pct,pnl_net_pct,mae_pct,mfe_pct,asia_high,asia_low,asia_range_pct,session_candle_num,rej_efficiency,rej_wick_pct,rej_reclaim_pct,rej_candle_num,split,month,spec_hash,asia_range_bucket
394,2025-06-12 12:45:00,2025-06-12 12:50:00,LONG,107407.35,107246.23897500001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999168,-0.002349999999999917,0.003308060388791011,0.0,108813.55,107320.0,1.3916790905702598,9,0.5814539210073293,0.0004732575475213716,0.0008139209839732186,8,holdout,2025-06,b1325240c0f4,Q2
395,2025-06-15 12:55:00,2025-06-15 13:45:00,LONG,105267.15,105635.58502500001,TP,10,5e-05,0.0008,0.0008500000000000001,0.0035000000000001276,0.0026500000000001275,0.0004417332472665974,0.00373487835473843,106128.57,105200.0,0.8826711026616036,11,1.1602621388143408,0.0007404942965778914,0.0006382129277566485,10,holdout,2025-06,b1325240c0f4,Q1 (tight)
396,2025-07-01 12:05:00,2025-07-01 12:15:00,LONG,106699.02,106538.97147,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000002,-0.0023500000000000005,0.0017531557459477853,0.0,107540.0,106615.97,0.8666900465286755,1,0.26962909441234517,0.00021000606194362267,0.0007788701823938158,0,holdout,2025-07,b1325240c0f4,Q1 (tight)
397,2025-07-03 12:35:00,2025-07-03 12:40:00,SHORT,109297.0,108914.4605,TP,1,5e-05,0.0008,0.0008500000000000001,0.0034999999999999905,0.0026499999999999905,0.0,0.00454724283374658,109548.0,108530.4,0.9376174786050783,7,1.4661354581673307,0.00335925804213678,0.0022912330667835103,6,holdout,2025-07,b1325240c0f4,Q1 (tight)
398,2025-07-23 12:50:00,2025-07-23 12:55:00,LONG,118311.87,118134.402195,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999404,-0.0023499999999999407,0.004327545494801156,0.0,120090.0,118288.2,1.523228859683386,10,1.8060016906166365,0.0003612363701535396,0.00020001995127158492,9,holdout,2025-07,b1325240c0f4,Q2
399,2025-08-03 12:20:00,2025-08-03 12:30:00,SHORT,113688.15,113858.682225,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000234,-0.0023500000000000235,0.0015100078592185098,0.0,113740.69,111920.0,1.626778055754112,4,0.4989533777354845,0.00023052436203790537,0.0004620158361972563,3,holdout,2025-08,b1325240c0f4,Q2
400,2025-08-12 12:30:00,2025-08-12 12:35:00,LONG,118490.93,118905.648255,TP,1,5e-05,0.0008,0.0008500000000000001,0.0034999999999999983,0.0026499999999999983,0.0,0.00426024169107292,119275.46,118424.86,0.718261351543929,6,0.7938861985472915,0.0004429813132141883,0.0005579909488599078,5,holdout,2025-08,b1325240c0f4,Q1 (tight)
401,2025-08-17 12:40:00,2025-08-17 13:50:00,SHORT,118227.67,118405.011505,SL,14,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000336,-0.0023500000000000335,0.0029378063527768223,0.0014256391925849753,118230.82,117172.21,0.9034650793050677,8,11.860317460280152,0.0003159920568933382,2.664279922958101e-05,7,holdout,2025-08,b1325240c0f4,Q1 (tight)
402,2025-08-20 12:15:00,2025-08-20 13:10:00,SHORT,113819.64,113421.27126000001,TP,11,5e-05,0.0008,0.0008500000000000001,0.003499999999999919,0.002649999999999919,0.00044245439539257535,0.004389664209094359,113837.93,112566.01,1.12993256134778,3,3.584472389285685,0.0005759064663246444,0.00016066701142574885,2,holdout,2025-08,b1325240c0f4,Q1 (tight)
403,2025-08-23 12:40:00,2025-08-23 12:50:00,LONG,115465.04,115291.84244,SL,2,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000046,-0.002350000000000005,0.0025077720494445566,0.0,117030.0,115458.2,1.3613584829834546,8,14.147660818721272,0.0008381388242671727,5.924221926200571e-05,7,holdout,2025-08,b1325240c0f4,Q2
404,2025-08-25 12:05:00,2025-08-25 12:10:00,LONG,111348.18,111181.15773,SL,1,5e-05,0.0008,0.0008500000000000001,-0.001499999999999881,-0.002349999999999881,0.0024803279227374265,0.0,113667.28,111284.05,2.1415737475406367,1,1.2312490254174113,0.0007095356432481241,0.0005762730597959915,0,holdout,2025-08,b1325240c0f4,Q3
405,2025-09-10 12:30:00,2025-09-10 12:35:00,SHORT,112580.0,112748.87000000001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000879,-0.002350000000000088,0.008617338781311063,0.0,112602.35,110917.45,1.5190576415162886,6,3.1758389261734874,0.0006303598459534452,0.00019848608843426287,5,holdout,2025-09,b1325240c0f4,Q2
406,2025-09-12 12:30:00,2025-09-12 12:35:00,LONG,115126.66,114953.97001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999907,-0.002349999999999991,0.001709855910003867,0.0,116331.81,115045.45,1.1181320078282109,6,1.8655338012558558,0.0013168708540841902,0.0007058949310903335,5,holdout,2025-09,b1325240c0f4,Q1 (tight)
407,2025-09-27 12:40:00,2025-09-27 15:10:00,LONG,109342.08,109224.64,MAX_HOLD,30,5e-05,0.0008,0.0008500000000000001,-0.0010740604166301056,-0.0019240604166301056,0.0013634275111649764,0.0012393215859803908,109743.91,109324.42,0.38371115986712323,8,5.508493771233273,0.0008898286402982869,0.0001615375594949737,7,holdout,2025-09,b1325240c0f4,Q1 (tight)
408,2025-10-13 12:35:00,2025-10-13 12:40:00,LONG,114600.0,114428.1,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999493,-0.0023499999999999494,0.0017782722513088446,0.0,115963.81,114398.24,1.3685262990059919,7,0.7105119690737375,0.0012531661326258216,0.0017637509108530823,6,holdout,2025-10,b1325240c0f4,Q2
409,2025-10-17 12:30:00,2025-10-17 12:50:00,LONG,105600.74,105442.33889000001,SL,4,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999205,-0.0023499999999999207,0.0035349184106096996,0.0018869185954567625,109240.0,105542.09,3.5037301232143534,6,0.7012787723782434,0.000389702345291723,0.0005557024690340009,5,holdout,2025-10,b1325240c0f4,Q4 (wide)
410,2025-10-22 12:10:00,2025-10-22 12:25:00,LONG,107723.53,108100.562355,TP,3,5e-05,0.0008,0.0008500000000000001,0.003500000000000028,0.0026500000000000278,0.00023142576185530695,0.0036744061394943794,108678.21,107610.0,0.992667967661004,2,1.4708887518718132,0.0015518074528390042,0.0010550134745841357,1,holdout,2025-10,b1325240c0f4,Q1 (tight)
411,2025-10-31 12:15:00,2025-10-31 12:20:00,SHORT,110174.62,110339.88193,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000714,-0.0023500000000000716,0.0029273529602371587,0.0,110215.0,108275.28,1.7914707770785736,3,2.2173805397375332,0.0008125935671187922,0.00036646554461733355,2,holdout,2025-10,b1325240c0f4,Q3
412,2025-11-02 12:25:00,2025-11-02 13:05:00,SHORT,111032.0,110643.388,TP,8,5e-05,0.0008,0.0008500000000000001,0.0034999999999999433,0.002649999999999943,0.0,0.004139797535845469,111045.09,109879.39,1.060890490928278,5,4.194805194806581,0.0004944838173394564,0.0001178800431428036,4,holdout,2025-11,b1325240c0f4,Q1 (tight)
413,2025-11-04 12:20:00,2025-11-04 12:25:00,LONG,104215.19,104058.867215,SL,1,5e-05,0.0008,0.0008500000000000001,-0.001499999999999968,-0.002349999999999968,0.003177943637582989,0.0,107299.0,104200.0,2.974088291746641,4,4.493412384719222,0.0006546065259117697,0.00014568138195770647,3,holdout,2025-11,b1325240c0f4,Q4 (wide)
414,2025-11-22 12:20:00,2025-11-22 12:25:00,LONG,83844.04,83718.27394,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0014999999999999341,-0.002349999999999934,0.0026701957586966244,0.0,85620.0,83832.91,2.1317284584299845,4,12.471223021588637,0.001654242945878982,0.00013264480500552043,3,holdout,2025-11,b1325240c0f4,Q3
415,2025-11-30 12:05:00,2025-11-30 12:10:00,SHORT,91044.66,91181.22699000001,SL,1,5e-05,0.0008,0.0008500000000000001,-0.0015000000000000727,-0.0023500000000000725,0.002357963663107677,0.0,91055.5,90471.0,0.6460633794254512,1,3.647004608293618,0.00043457012481406377,0.0001191580958866386,0,holdout,2025-11,b1325240c0f4,Q1 (tight)
416,2025-12-02 12:35:00,2025-12-02 12:40:00,SHORT,87307.31,87438.270965,SL,1,5e-05,0.0008,0.0008500000000000001,-0.001500000000000065,-0.002350000000000065,0.0015657337283670415,0.0,87350.0,86184.39,1.352460695028416,7,4.937221831810555,0.002412936462507202,0.0004887235260446747,6,holdout,2025-12,b1325240c0f4,Q2
417,2025-12-07 12:10:00,2025-12-07 12:45:00,LONG,89210.73,89522.967555,TP,7,5e-05,0.0008,0.0008500000000000001,0.0034999999999999966,0.0026499999999999965,2.197045131221156e-05,0.004196692483067894,89799.96,89176.52,0.6991077920510941,2,1.0698830409360869,0.00041030979903691083,0.0003835090223300605,1,holdout,2025-12,b1325240c0f4,Q1 (tight)
